uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes,fragment,in_deck
aws-iam-mfa-for-destructive-api-mcq-02,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_configure-api-require.html; https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_condition-keys.html; https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,"aws:MultiFactorAuthPresent present only with temporary credentials, absent for long-term access keys; Deny+Bool false NOT recommended, use BoolIfExists; ec2:TerminateInstances example with GetSessionToken; SCPs 'affect all users and roles in attached accounts' (roles used by services have no MFA context)",2026-09-21,check-B2.1,"option a + A: reworded to the documented pattern Deny + BoolIfExists aws:MultiFactorAuthPresent false (was ""unless ... true, using BoolIfExists""); verified on reference_policies_condition-keys.html and id_credentials_mfa_configure-api-require.html",B2.1.md,yes
aws-root-user-hardening-mcq-01,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/root-user-best-practices.html; https://docs.aws.amazon.com/IAM/latest/UserGuide/intro-structure.html; https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html; https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html,'Don't create access keys for the root user'; up to eight MFA devices on root; 'requests made using the AWS account root user credentials for resources in the account are always allowed' (IAM policies do not limit root); SCPs restrict member-account root user; SCPs don't affect management account; recommend Identity Center/roles for daily work,2026-09-21,check-B2.1,"option a: script goes to an IAM role (removed ""or Identity Center identity"", a workforce sign-in cannot run a nightly script); A: added that daily human work belongs in Identity Center or roles (must_teach); eight MFA devices and root-always-allowed verified",B2.1.md,yes
aws-scp-restrict-regions-mcq-10,mcq,new,https://github.com/aws-samples/service-control-policy-examples/blob/main/Region-controls/Deny-access-to-AWS-based-on-the-requested-AWS-region.json (linked from https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps_examples.html); https://docs.aws.amazon.com/controltower/latest/userguide/region-deny.html; https://docs.aws.amazon.com/accounts/latest/reference/manage-acct-regions.html; https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,"Official SCP: Deny + NotAction (iam, organizations, route53, cloudfront, sts, support, kms, ...) + StringNotEquals aws:RequestedRegion + ArnNotLike aws:PrincipalARN exemption; Control Tower Region deny control is an SCP 'similar to the SCP for AWS Organizations, but not identical'; 17 default Regions 'cannot be disabled', only opt-in Regions can; SCP binds member-account root, never grants, no effect on management account",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-third-party-cross-account-role-mcq-07,mcq,new,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios_third-party.html; https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_iam-quotas.html,"'Do not give Example Corp access to an IAM user and its long-term credentials'; external ID prevents confused deputy; 'AWS does not treat the external ID as a secret'; external ID generated by the third party, one per customer; AssumeRole returns temporary credentials; ExternalId 2-1,224 chars; role session 15 min to 12 h",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-block-single-ip-nacl-mcq-18,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html; https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html; https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-waf.html; https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Route_Tables.html,"NACL rules numbered 1-32766, 'evaluate the rules in order, starting with the lowest numbered rule', first match wins, stateless, no charge; 'You can specify allow rules, but not deny rules' (security groups); WAF protects CloudFront, API Gateway REST, ALB, AppSync, Cognito, App Runner, AgentCore Gateway, Verified Access, Amplify (not EC2 directly); 'Traffic is routed to targets based on its destination IP address'; Shield Advanced = DDoS for EC2/ELB/CloudFront/Route 53/Global Accelerator",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-nat-gateway-per-az-mcq-20,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-basics.html; https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-pricing.html; https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateways-regional.html; https://docs.aws.amazon.com/vpc/latest/userguide/amazon-vpc-limits.html,"'Each NAT gateway is created in a specific Availability Zone and implemented with redundancy in that zone'; 'if the NAT gateway's Availability Zone is down, resources in the other Availability Zones lose internet access... create a NAT gateway in each Availability Zone, and configure your routing'; cross-AZ traffic to a NAT incurs data transfer charges, mitigated by one NAT per AZ; regional NAT gateway mode auto-expands across AZs; NAT gateways per AZ quota 5",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-private-egress-to-s3-dynamodb-mcq-22,mcq,new,"https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html; https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-s3.html; https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonEC2/current/us-east-1/index.json (NatGateway-Hours, NatGateway-Bytes); https://pricing.us-east-1.amazonaws.com/offers/v1.0/aws/AmazonVPC/current/us-east-1/index.json (USE1-VpcEndpoint-Hours, USE1-VpcEndpoint-Bytes); https://aws.amazon.com/privatelink/pricing/","'There is no additional charge for using gateway endpoints'; gateway endpoints only for S3 and DynamoDB, prefix-list route in route table, no IGW/NAT needed; 'gateway endpoints do not allow access from on-premises networks, from peered VPCs in other AWS Regions, or through a transit gateway'; aws:sourceVpce bucket policy; NAT gateway us-east-1 $0.045/hour + $0.045/GB; interface endpoint us-east-1 $0.01/hour per endpoint per AZ + $0.01/GB first 1 PB",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-rds-publicly-accessible-fix-mcq-23,mcq,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.WorkingWithRDSInstanceinaVPC.html; https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-waf.html,"Publicly accessible: DNS resolves to private IP inside VPC / public IP outside; 'Access to the DB instance is ultimately controlled by the security group it uses'; 'for a DB instance to be publicly accessible, the subnets in its DB subnet group must have an internet gateway'; 'You can modify a DB instance to turn on or off public accessibility'; DB subnet group needs subnets in at least two AZs; modifying DB subnet group can cause downtime; RDS not in WAF's protected resource list",2026-09-21,check-B2.1,"option a: ""Place the instance in private subnets"" (a DB subnet group cannot be swapped inside the same VPC by ModifyDBInstance); A: corrected downtime claim - PubliclyAccessible change is immediate with no downtime, DB subnet group change causes an outage (https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ModifyInstance.Settings.html; https://docs.aws.amazon.com/AmazonRDS/latest/APIReference/API_ModifyDBInstance.html)",B2.1.md,yes
aws-three-tier-security-group-chain-mcq-19,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html; https://docs.aws.amazon.com/vpc/latest/userguide/amazon-vpc-limits.html; https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,"Security group referencing matches 'the private IP addresses from the network interfaces' of the referenced group; 'No rules from the referenced security group are added'; official three-tier example (ALB 0.0.0.0/0 -> web from ALB SG -> DB from web SG); 'A rule that references another security group counts as one rule'; inbound/outbound rules per SG default 60; NACLs stateless, cannot reference security groups",2026-09-21,check-B2.1,no change: every number and behavioural claim verified on the ledger source pages,B2.1.md,yes
aws-db-password-rotation-no-code-mcq-28,mcq,new,https://docs.aws.amazon.com/secretsmanager/latest/userguide/rotate-secrets_managed.html | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/rds-secrets-manager.html | https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-parameter-store.html | https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html | https://docs.aws.amazon.com/secretsmanager/latest/userguide/rotate-secrets_lambda.html,"Managed rotation: 'you don't use an AWS Lambda function'; RDS/Aurora/DocumentDB/Redshift offer managed rotation; RDS 'rotates the secret every seven days by default', schedule modifiable as rate()/cron(), as often as every four hours; Parameter Store comparison table 'Credential rotation: None'; Secrets Manager intro recommends KMS for encryption keys (not secrets)",2026-09-21,check-B2.2,stem now says the app uses the master user credentials (managed rotation covers only the master user); A adds 'as often as every four hours' and the master-user-only limit with the Lambda-template route for app users,B2.2.md,yes
aws-waf-rate-based-http-flood-mcq-26,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/waf-rule-statement-type-rate-based-high-level-settings.html | https://docs.aws.amazon.com/waf/latest/developerguide/waf-rule-statement-type-rate-based.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-standard-summary.html | https://docs.aws.amazon.com/vpc/latest/userguide/amazon-vpc-limits.html | https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html,"Evaluation window valid values 60/120/300/600 s, default 300; lowest rate limit 10; aggregation by source IP / forwarded IP / custom keys; scope-down statement; Bot Control managed rule group can also rate limit (extra fee); Shield Standard automatic, no additional charge, 'network and transport layer DDoS attacks'; NACL rules per ACL default 20, max 40 inbound + 40 outbound; security groups 'allow rules, but not deny rules'",2026-09-21,check-B2.2,"NACL quota made precise: 20 inbound rules default, 40 max after quota increase (WHY b and A)",B2.2.md,yes
aws-acm-cert-region-for-cloudfront-mcq-39,mcq,new,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/cnames-and-https-requirements.html | https://docs.aws.amazon.com/acm/latest/userguide/export-public-certificate.html | https://docs.aws.amazon.com/acm/latest/userguide/acm-public-certificates.html,'request (or import) the certificate in the US East (N. Virginia) Region (us-east-1)' for viewer HTTPS; ELB origin cert may be in any Region; CloudFront trusts CAs on Mozilla Included CA list; ACM does not release private keys; export: public certs created before 2025-06-17 cannot be exported (export is opt-in at request),2026-09-21,check-B2.2,WHY d reworded to the documented rule: viewer cert from ACM or a CA on the Mozilla Included CA list; exportable-at-request claim confirmed on acm-public-certificates page,B2.2.md,yes
aws-kms-cross-account-decrypt-mcq-42,mcq,new,https://docs.aws.amazon.com/kms/latest/developerguide/key-policy-modifying-external-accounts.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingKMSEncryption.html | https://docs.aws.amazon.com/ram/latest/userguide/shareable.html,'Neither the key policy nor the IAM policy alone is sufficient—you must change both'; key policy names external account root or specific role; IAM policy in external account with key ARN as Resource; cross-account effective for cryptographic ops + DescribeKey; S3: download of SSE-KMS object needs kms:Decrypt; 'Objects encrypted using SSE-KMS with AWS managed keys can't be shared cross-account'; RAM shareable resources list contains no AWS KMS resource type,2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-object-lock-compliance-vs-governance-mcq-47,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lock.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html,"Compliance mode: cannot be overwritten or deleted by any user including root; retention mode can't be changed, period can't be shortened; only way out is deleting the AWS account; governance mode overridable with the S3 governance-retention override permission + the matching x-amz- governance-retention request header; 'Object Lock works only in buckets that have S3 Versioning enabled'; retention in days or years; MFA delete: only bucket owner (root account) can enable, protects permanent version deletes and versioning state changes, enable/disable via same PutBucketVersioning API",2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-rds-encrypt-existing-instance-mcq-37,mcq,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html | https://docs.aws.amazon.com/ebs/latest/userguide/encryption-by-default.html,"'You can only encrypt an Amazon RDS DB instance when you create it, not after'; snapshot -> encrypted copy -> restore procedure; 'You can't have an encrypted read replica of an unencrypted DB instance'; 'You can't create an encrypted snapshot of an unencrypted DB instance'; TDE for Oracle/SQL Server is separate from RDS encryption at rest; EBS encryption by default applies to new EBS volumes and snapshot copies, 'has no effect on existing EBS volumes', Region-specific EC2 setting",2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-s3-deny-non-tls-mcq-41,mcq,new,https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/amazon-s3-policy-keys.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/security-best-practices.html,"RestrictToTLSRequestsOnly example: Effect Deny, Action s3:*, Condition Bool aws:SecureTransport false, Principal *; s3:TlsVersion NumericLessThan 1.2 example; best practice recommends aws:SecureTransport deny plus s3-bucket-ssl-requests-only Config rule; Block Public Access described as centralized controls to limit public access",2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-asg-predictable-daily-spike-mcq-05,mcq,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/ec2-auto-scaling-scheduled-scaling.html | https://docs.aws.amazon.com/autoscaling/ec2/userguide/predictive-scaling-policy-overview.html | https://docs.aws.amazon.com/autoscaling/ec2/userguide/ec2-auto-scaling-warm-pools.html,"Scheduled action sets desired/min/max at a date-time, recurring via cron with time zone (DST-aware); can be combined with scaling policies; may run up to 2 minutes late; max 125 scheduled actions per group; predictive scaling needs at least 24 hours of metric data, analyses up to 14 days, forecasts 48 hours, updates every 6 hours, never scales in; warm pool = pre-initialized instances drawn on 'whenever your application needs to scale out' (still policy-triggered)",2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-order-queue-between-tiers-mcq-01,mcq,new,https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-visibility-timeout.html | https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/quotas-messages.html | https://docs.aws.amazon.com/autoscaling/ec2/userguide/as-using-sqs-queue.html | https://docs.aws.amazon.com/sns/latest/dg/sns-message-delivery-retries.html | https://docs.aws.amazon.com/streams/latest/dev/service-sizes-and-limits.html,"Visibility timeout default 30 s, max 12 hours; undeleted message becomes visible again for another consumer; retention default 4 days, max 14 days (1,209,600 s); scale on backlog per instance (ApproximateNumberOfMessages / InService instances), raw queue length not proportional; SNS: when delivery policy exhausted 'discards the message—unless a dead-letter queue is attached', HTTP/S total retry time max 3,600 s; Kinesis provisioned shard 1 MB/s or 1,000 records/s write, 2 MB/s read",2026-09-21,check-B2.2,none (all numbers and claims verified on source_url),B2.2.md,yes
aws-rds-reporting-read-replica-mcq-07,mcq,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ReadRepl.html | https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ModifyInstance.Settings.html | https://docs.aws.amazon.com/AmazonElastiCache/latest/dg/Strategies.html,"Read replica use case 'business reporting queries to run against a read replica'; asynchronous replication; 'Unlike a read replica, a standby replica can't serve read traffic'; applications connect to replica like any DB instance; DB instance class change: 'Downtime occurs during this change'; ElastiCache lazy loading / write-through implemented in application code (app checks cache, queries DB on miss, writes cache)",2026-09-21,check-B2.2,"stem clarified to 'Multi-AZ DB instance deployment (one primary, one standby)' so Multi-AZ DB cluster reader instances are excluded",B2.2.md,yes
