uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-cc-streaming-input-mode,concept,https://code.claude.com/docs/en/cli-reference,"--input-format stream-json = 'Streaming input mode' for persistent processes receiving multiple user turns as JSONL on stdin, current cli-reference lists only the flag (options text|stream-json) and its example is `claude -p --output-format json --input-format stream-json`, so no documented requirement to pair with stream-json output; --include-partial-messages requires --print and --output-format stream-json; --replay-user-messages requires both stream-json formats. From https://code.claude.com/docs/en/headless: stream-json is newline-delimited JSON, last line is a result message with text, cost, session metadata; system/init is the first event; subagent messages carry parent_tool_use_id; jq text_delta filter example.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples",A: removed the claim that --input-format stream-json must be combined with --output-format stream-json; current cli-reference only lists the flag and its own example pairs it with --output-format json. Kept: --replay-user-messages requires both stream-json formats; --include-partial-messages requires --print and --output-format stream-json. Ledger fact_checked corrected to match.
ccdvf-cc-auto-mode-classifier,concept,https://code.claude.com/docs/en/permission-modes,"Classifier blocks: escalation beyond request, unrecognized infrastructure, hostile-content-driven actions; default blocks include 'Downloading and executing code, like curl | bash' and 'Sending sensitive data to external endpoints'. Explicit ask rules still force a prompt. Built-in starting mode on Pro, Max, Team. Model requirement on Claude API: Opus 4.6+, Sonnet 4.6+, or Fable. defaultMode auto does not take effect from .claude/settings.json or settings.local.json; move to ~/.claude/settings.json. 'Auto mode reduces permission prompts but does not guarantee safety.' permissions.disableAutoMode 'disable' in managed settings. Pushing to any branch of the working repository, and creating a matching PR, run without a prompt in auto mode unless a permissions.ask rule matches (permission-modes.md 'What the classifier blocks by default'). Prompts forced by ask rules or a hook are still shown in auto mode (permission-modes.md switch-modes note).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Q: git push now explicitly covered by a permissions.ask rule, because permission-modes.md says pushes to any branch of the working repository run without a prompt in auto mode unless an ask rule matches. A: added that sentence; trimmed wording to stay under 120 words. Ledger fact_checked extended."
ccdvf-permission-modes,concept,https://code.claude.com/docs/en/permission-modes,"Modes table: default = reads only; acceptEdits = reads, file edits, filesystem commands mkdir touch rm rmdir mv cp sed in working dir; plan = reads, edits blocked until plan approved; auto = everything with classifier; dontAsk = denies anything that would prompt (CI); skip-all-checks mode = everything, 'Only use this mode in isolated environments like containers, VMs, or dev containers without internet access', refuses root/sudo, cannot be entered from a session started without it, --dangerously-skip-permissions equivalent flag. Shift+Tab cycle default -> acceptEdits -> plan. Deny rules block in every mode.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-settings-json-permission-rules,concept,https://code.claude.com/docs/en/permissions,"Rules evaluated deny, then ask, then allow; first match wins; specificity does not change order; allow cannot carve exception out of deny. Bash * matches any text; trailing ' *' with space also matches bare command; Bash(ls *) matches ls not lsof. Path rules gitignore syntax //absolute, ~/home, ./relative; Read(./.env); WebFetch(domain:example.com); mcp__server__tool. Bare tool name in deny removes tool from context. Strict JSON and $schema https://json.schemastore.org/claude-code-settings.json from https://code.claude.com/docs/en/settings#edit-a-settings-file.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-headless-p-output-json,feature,https://code.claude.com/docs/en/headless,"-p/--print; stdin piping capped at 10MB; --output-format text|json|stream-json; json carries result, session_id, total_cost_usd (client-side estimate); --json-schema -> structured_output field; exit code 0 success, non-zero failure; requests that would prompt are denied in a -p run with no host; --append-system-prompt keeps default prompt; --bare skips hooks, skills, custom commands, subagents, plugins, MCP servers, auto memory, CLAUDE.md and needs ANTHROPIC_API_KEY; recommended for CI. --max-turns print-mode only (https://code.claude.com/docs/en/cli-reference).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-mcp-config-scopes,feature,https://code.claude.com/docs/en/mcp,"--scope local (default) stored in ~/.claude.json under project path; project stored in .mcp.json at project root, committed; user stored in ~/.claude.json for all projects. Precedence local > project > user > plugin-provided > claude.ai connectors. Interactive sessions prompt for approval before using .mcp.json servers; claude mcp reset-project-choices; -p loads them without prompting. --transport http|sse|stdio; -- separates stdio command; ${VAR} and ${VAR:-default} expansion; tools named mcp__<server>__<tool>; claude mcp list; /mcp.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-rule-skill-command-agent-choice,pattern,https://code.claude.com/docs/en/features-overview,"Feature table: CLAUDE.md = persistent context every conversation ('always do X' rules); Skill = reusable content/workflows, /deploy; Subagent = isolated context returning summary; Hook = 'Automation that must run on every matching event'; MCP = external services; Plugin = packaging for reuse across repositories. Trigger table: convention wrong twice -> CLAUDE.md; same playbook third time -> skill; side task floods conversation -> subagent; must happen every time -> hook; second repository -> plugin. Rules with paths from https://code.claude.com/docs/en/memory. disable-model-invocation from https://code.claude.com/docs/en/skills.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-compact-vs-clear,pattern,https://code.claude.com/docs/en/context-window,"What survives compaction table: project-root CLAUDE.md and unscoped rules re-injected; auto memory re-injected; plan re-injected; path-scoped rules and nested CLAUDE.md reload when files read; files read/edited: up to five re-read, most recently modified first, over 5,000 tokens as path reference; skill bodies re-injected capped 5,000 tokens per skill and 25,000 total, oldest dropped first. /compact with focus instructions; /autocompact; 'Clear between tasks: run /clear when switching to unrelated work.' /clear saves previous conversation, resume with /resume (https://code.claude.com/docs/en/sessions#manage-context-within-a-session).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-hook-vs-claude-md-enforcement,pattern,https://code.claude.com/docs/en/hooks,"Config shape hooks -> EventName -> [{matcher, hooks:[{type:command, command, timeout}]}]; exit 0 success; exit 2 blocks on PreToolUse with stderr as the reason; other exit codes non-blocking error; default timeout 600 seconds; stdin JSON includes session_id, cwd, hook_event_name, tool_name, tool_input; JSON output permissionDecision allow|deny|ask; locations ~/.claude/settings.json, .claude/settings.json, .claude/settings.local.json, managed, plugin hooks/hooks.json, skill/subagent frontmatter; ${CLAUDE_PROJECT_DIR}. 'Settings rules are enforced by the client regardless of what Claude decides to do. CLAUDE.md instructions ... are not a hard enforcement layer' (https://code.claude.com/docs/en/memory). Auto-mode classifier blocks git reset --hard, git checkout -- ., git restore ., git clean -fd by default (permission-modes.md). PreToolUse: a timed-out command hook lets the tool call continue (hooks.md).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Q: scenario moved off auto mode, because the classifier blocks git reset --hard by default (permission-modes.md ""What the classifier blocks by default""); now the developer approves the prompt on reflex, which a deny rule prevents because it never prompts. A: added ""which never prompts""."
ccdvf-cc-local-vs-shared-settings,pattern,https://code.claude.com/docs/en/settings,"Scope table (user, shared project, project local, managed). Precedence: managed > --settings command line > .claude/settings.local.json > .claude/settings.json > ~/.claude/settings.json. 'Yes, and don't ask again' saves allow rule to settings.local.json; Claude Code adds **/.claude/settings.local.json to global git excludes the first time it writes the file. --settings applies above user/project/local and below managed, one session only. Lists merge instead of overriding. defaultMode auto and the skip-all-checks value don't take effect from project or local settings (before v2.1.257 they did). Allow rules wait for trust; deny and ask apply right away (https://code.claude.com/docs/en/permissions#project-allow-rules-and-workspace-trust).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-skill-fork-vs-inline,pattern,https://code.claude.com/docs/en/skills,"context: fork runs skill in isolated subagent; agent field picks Explore/Plan/general-purpose; subagent does not see conversation history; runs in background by default, background: false waits in same turn; skill content becomes the subagent prompt; 'Despite the name, a skill with context: fork doesn't run in a fork of the current conversation'. Default: full SKILL.md enters the conversation and stays. Rewind does not restore background forked-skill edits, foreground fork edits are restored (https://code.claude.com/docs/en/checkpointing#subagent-edits-not-restored). /subtask and /branch from https://code.claude.com/docs/en/sub-agents and https://code.claude.com/docs/en/sessions.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-untrusted-repo-headless-p,pattern,https://code.claude.com/docs/en/permissions,"'What runs before you trust a folder' table: hooks in settings files, env block and helpers are Used under claude -p; permissions.allow rules Not used (stderr warning); .mcp.json servers connected without asking. Mitigations list: --setting-sources user; --bare (project env block and helpers still apply); --settings '{""disableAllHooks"": true}' because project settings take precedence over user; disabledMcpjsonServers. From https://code.claude.com/docs/en/headless: 'Without --bare, a -p session runs the hooks in a project's .claude/settings.json and connects the servers in its .mcp.json, even in a folder you've never trusted. A -p session shows no workspace trust dialog and no per-server approval prompt.' Also not used under -p: frontmatter hooks in a project subagent, inline mcpServers in subagent frontmatter, a .mcp.json headersHelper (same table).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","A: ""only the committed allow rules are withheld"" corrected: the trust table also withholds subagent-frontmatter hooks and inline mcpServers under -p (permissions.md ""What runs before you trust a folder""). Trimmed a clause to stay under 120 words. Ledger row re-quoted (had backslash-escaped quotes that broke CSV parsing)."
ccdvf-cc-ci-lockdown-mcq-01,mcq,https://code.claude.com/docs/en/permission-modes,"Common setups row: 'Run in CI with an exact allowlist: claude -p ""run the test suite"" --permission-mode dontAsk --allowedTools ""Bash(npm test)"" ""Read""'. dontAsk auto-denies every call that would prompt; allow rules still run. Skip-all-checks mode: isolated containers/VMs without internet only; --dangerously-skip-permissions equivalent. acceptEdits auto-approves file edits and filesystem commands. Auto mode 'does not guarantee safety'. CLAUDE.md not enforcement: https://code.claude.com/docs/en/permissions ('Permission rules are enforced by Claude Code, not by the model'). dontAsk still runs file reads in working directories and the read-only Bash command set plus permissions.allow matches (permission-modes.md).",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","A: precision fix, dontAsk still runs working-directory reads and the read-only command set without approval (permission-modes.md dontAsk section), so the allowlist is ""all that is granted beyond"" those, not ""the only capability"". Ledger row re-quoted (had backslash-escaped quotes that broke CSV parsing)."
ccdvf-cc-repeated-procedure-mcq-02,mcq,https://code.claude.com/docs/en/skills,"Skill descriptions load at startup, full content on invoke. CLAUDE.md loaded in full every session; 'Longer files consume more context and reduce adherence' and 'Rules without paths frontmatter are loaded at launch with the same priority as .claude/CLAUDE.md' (https://code.claude.com/docs/en/memory). Hook = automation on every matching event, context cost only when it returns output (https://code.claude.com/docs/en/features-overview). Trigger table: playbook pasted third time -> skill; mistake twice -> CLAUDE.md.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
ccdvf-cc-block-env-edit-mcq-03,mcq,https://code.claude.com/docs/en/permissions,"Deny evaluated before ask and allow; 'Deny rules block in every mode' (https://code.claude.com/docs/en/permission-modes). 'A Read deny rule also blocks the Edit and Write tools on the same path' (v2.1.208+ edits, v2.1.228+ writes). Read(./.env) and Read(./.env.*) examples from https://code.claude.com/docs/en/settings. Read/Edit rules cover built-in tools and recognized shell file commands, not arbitrary subprocesses; sandbox for OS-level enforcement. Plan mode blocks edits until plan approved, then switches mode (https://code.claude.com/docs/en/permission-modes). CLAUDE.md re-injected after compaction but is context not enforcement (https://code.claude.com/docs/en/memory). PostToolUse cannot block: 'Shows stderr to Claude; the tool already ran' (hooks.md 'Exit code 2 behavior per event').",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Distractor ""switch to a larger model that follows instructions more carefully"" mirrored exam-guide §8 Sample 2 option D; replaced with a PostToolUse restore hook (hooks.md exit-code table: PostToolUse ""Shows stderr to Claude; the tool already ran"", cannot block). A: updated to name the new distractor."
ccdvf-cc-monorepo-rules-mcq-04,mcq,https://code.claude.com/docs/en/memory,'target under 200 lines per CLAUDE.md file. Longer files consume more context and reduce adherence'; path-scoped rules load only when Claude works with matching files; 'imported files still load and enter the context window at launch'. /autocompact sets when compaction runs (https://code.claude.com/docs/en/context-window). 1 million token context window availability note (https://code.claude.com/docs/en/context-window). /context shows what loaded. User CLAUDE.md ~/.claude/CLAUDE.md is loaded every session for all projects (memory.md scope table).,2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","Distractor ""switch to a 1 million token context model"" shared the §8 Sample 2 ""switch model"" angle; replaced with moving sections to ~/.claude/CLAUDE.md (memory.md scope table: user CLAUDE.md loaded every session; adherence tied to length). A: updated to name the new distractor."
ccdvf-cc-mcp-share-team-mcq-05,mcq,https://code.claude.com/docs/en/mcp,"Scope table: local (default) ~/.claude.json under project path, not shared, current project only; project .mcp.json committed, shared via version control; user ~/.claude.json, all projects, not shared. Disable individual servers per project via /mcp toggle stored in ~/.claude.json disabledMcpServers. Precedence local > project > user.",2026-09-21,"independent fact-check 2026-09-21: every source_url re-opened, each claim/number/default re-verified; MCQ key order, star count vs choose-N, qualifier-in-stem and distractor WHYs re-checked; stems compared against exam-guide §8 samples","none: all claims, numbers and defaults matched the source page on 2026-09-21"
