uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-zdr-eligibility,concept,https://platform.claude.com/docs/en/manage-claude/api-and-data-retention,"ZDR: Anthropic does not store prompts or responses at rest after the response is returned; enabled per organization via sales; feature eligibility table: not ZDR-eligible = Agent skills, Batch processing (29-day retention), Claude Managed Agents (transcripts persist until deleted), Code execution (container data up to 30 days), Files API (retained until deleted or expired), MCP connector, MCP tunnels, Programmatic tool calling; eligible = Messages API, token counting, prompt caching, thinking, adaptive thinking, effort, fast mode, citations, PDF support, web search, web fetch, context editing, compaction, memory tool, bash tool, text editor, computer use; under ZDR the API does not block non-eligible features (using one steps outside ZDR for that data); flagged content may be retained up to 2 years",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-harmlessness-screen-haiku,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Harmlessness screens: use a lightweight model like Claude Haiku 4.5 to pre-screen user input before the main conversation; use structured outputs to constrain the response to a simple classification; example output_config json_schema with is_harmful boolean, required, additionalProperties false; input validation for known injection patterns; prompt engineering that tells Claude how to refuse; same screening pattern applied to tool outputs",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-repeat-offender-response,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Respond to repeat offenders: adjust responses and consider throttling or banning users who repeatedly attempt to circumvent guardrails; example trigger 'output blocked by content filtering policy' multiple times; tell the user their actions violate usage policies; continuous monitoring: regularly analyze outputs for signs of successful injection and refine prompts, validation and filtering",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-prompt-leak-tradeoff,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/reduce-prompt-leak,"Use leak-resistant strategies only when absolutely necessary because added complexity may degrade performance; test thoroughly; try monitoring first (output screening and post-processing); post-processing via regex, keyword filtering or a prompted LLM; avoid unnecessary proprietary details; regular audits; separate context from queries with system prompts; no method is foolproof; prefilling not supported on Claude 4.6 and later",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-phi-hipaa-vs-zdr,concept,https://platform.claude.com/docs/en/manage-claude/api-and-data-retention,"HIPAA readiness = signed BAA + HIPAA-enabled organization; applies encryption, access controls and audit logging rather than immediate deletion; if handling PHI use HIPAA readiness, no need for ZDR too; under HIPAA readiness the API blocks requests including a No feature with 400; under ZDR the API does not block; PHI expected in message content, attached files, file names/metadata, not in workspace names, user information, billing data, support tickets; not covered under HIPAA: consumer plans, Console usage, partner-operated platforms (Bedrock, Google Cloud), Claude Platform on AWS and Foundry, third-party integrations, Claude Code, beta features",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: HIPAA not-covered list corrected to 'Claude Code, the Console interface, beta features and partner-operated platforms such as Bedrock' (page lists Console usage, partner platforms Bedrock/Google Cloud, Claude Code, beta features; 'playground' is on the ZDR list)"
ccdvf-streaming-refusal-200,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/handle-streaming-refusals,"Starting with Claude 4 models streaming responses return stop_reason refusal when streaming classifiers intervene; stop_details arrives on message_delta with type, category, explanation (category and explanation can be null); refusal is a successful HTTP 200 response, not an error, so error-rate monitoring misses it; must reset context (remove or rephrase the turn or clear history) or retry on a fallback model; re-sending to the same model usually refuses again; not billed when refusal arrives before any output; three refusal types: streaming classifier (stop_reason refusal), API input validation (400), model-generated text",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-permission-rules-not-model,concept,https://code.claude.com/docs/en/permissions,"Permission rules are enforced by Claude Code, not by the model; instructions in prompt or CLAUDE.md shape what Claude tries but don't change what Claude Code allows; grant or revoke via /permissions, rules, a permission mode, or a PreToolUse hook; a hook exiting 2 stops the call before permission rules are evaluated so the block applies even when an allow rule would let it proceed",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-identity-backed-keys,concept,https://platform.claude.com/docs/en/manage-claude/authentication,"Key types: personal key acts as you, works in a single workspace or workspaces your role allows, stops when you lose access, archived when removed from org, not restored on re-invite; service account key acts as a service account, stops when the account is archived or removed from the workspace; workspace key (legacy) belongs to the workspace, keeps working regardless of whether its creator leaves until it expires, is disabled or deleted, or the workspace is archived; personal and service account keys are identity-backed; prefer them for new integrations; use a service account for shared or automated workloads",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-key-expiration-presets,concept,https://platform.claude.com/docs/en/manage-claude/authentication,"Key expiration presets 3 hours, 1 day, 7 days, 30 days, custom duration, or Never; organization maximum expiration policy limits presets and removes Never; expiration set at creation and cannot be changed; emails 7 days before expiration for lifetimes of at least 14 days and 1 day before for lifetimes of at least 7 days; after expiry requests return 401 authentication_error; expired keys cannot be reactivated; expiration is not a substitute for secret hygiene: store in secrets manager, disable or delete leaked keys; Disable is reversible (status inactive), Delete is permanent (status archived)",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-admin-key-scope,concept,https://platform.claude.com/docs/en/manage-claude/admin-api-keys,"Admin API key authenticates Admin API, Analytics APIs, Compliance API, Spend Limits API, Usage and Cost API, Rate Limits API; Claude Console key prefix sk-ant-admin01-, created at Settings > Admin keys by organization members with the admin role; full access, no selectable scopes; secret shown once; pass in x-api-key header; service-account, federation-issuer and federation-rule endpoints accept only an org:admin OAuth token; Claude Enterprise keys (sk-ant-api01-) have selectable scopes and a call exceeding scopes returns 403 Forbidden",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-admin-key-scope,concept,https://platform.claude.com/docs/en/manage-claude/workspaces,"Admin API endpoints accept an Admin API key, an org:admin OAuth token, or a personal or service account key that isn't scoped to a specific workspace; workspace keys don't work there",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-access-monitoring-signals,concept,https://platform.claude.com/docs/en/manage-claude/workspaces,"Usage and Cost API example: /v1/organizations/usage_report/messages with workspace_ids[] and group_by[]=workspace_id using an admin key; anthropic-workspace-id response header alongside request-id and anthropic-organization-id; best practices: audit access regularly, monitor usage with the Usage and Cost API",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: anthropic-workspace-id header no longer claimed 'on every request'; page says it is absent on Admin API requests and on failures before auth (401)
ccdvf-access-monitoring-signals,concept,https://code.claude.com/docs/en/security,Team security: monitor Claude Code usage through OpenTelemetry metrics; audit or block settings changes during sessions with ConfigChange hooks; use managed settings to enforce organizational standards,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-access-monitoring-signals,concept,https://platform.claude.com/docs/en/manage-claude/workload-identity-federation,Authentication history page records exchanges including rejections with reason jti_reused; service accounts make it easier to audit which workloads acted as which identity,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-access-monitoring-signals,concept,https://code.claude.com/docs/en/hooks-guide,"ConfigChange hook fires when an external process or editor modifies a configuration file; example appends timestamp, source and file_path via jq to an audit log; exit 2 or decision block prevents the change from taking effect",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-computer-use-injection-classifier,concept,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,"Precautions: dedicated VM or container with minimal privileges, avoid giving the model access to sensitive data such as login information, limit internet access to an allowlist of domains, ask a human to confirm consequential decisions; Claude may follow commands found in content (webpages, images); Anthropic trained the model to resist injections and runs classifiers that scan what the tools return such as screenshots, steering the model to check whether the instruction really came from you; not ideal for use cases without a human in the loop; opt out by contacting support; login credentials in prompt increase risk",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-computer-use-injection-classifier,concept,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Note: for computer use and browser use tools Anthropic runs additional classifiers that scan tool returns (screenshots, page text) for prompt injections and steer Claude to check whether the instruction came from you; opt-out information on those pages",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skills-trusted-sources,concept,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Use Skills only from trusted sources (created yourself or obtained from Anthropic); a malicious Skill can direct Claude to invoke tools or execute code in ways that don't match its stated purpose; audit thoroughly all bundled files (SKILL.md, scripts, images, resources) for unexpected network calls or file access; Skills fetching external URLs are particularly risky; tool misuse and data exposure risks; treat like installing software; on the Claude API Skills run in a sandboxed container with no network access and no runtime package installation; in Claude Code Skills have full network access; Agent Skills not covered by ZDR",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-bash-sandbox-os-enforcement,feature,https://code.claude.com/docs/en/sandboxing,"Sandbox built into Claude Code on macOS (Seatbelt), Linux and WSL2 (bubblewrap); native Windows not supported; enable with /sandbox; applies to Bash, PowerShell and Monitor commands and child processes; Read/Edit/Write use the permission system instead; OS enforces the boundary on the running process so it holds regardless of what the model chose to run; default write = working directory, added directories, session temp; default read = entire computer except denied directories, including credential files, so use sandbox.credentials (files/envVars with mode deny) or denyRead; network via proxy outside the sandbox, allowedDomains, strictAllowlist, deniedDomains; both filesystem and network isolation needed; domain-fronting limitation because TLS is not inspected",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-bash-sandbox-os-enforcement,feature,https://code.claude.com/docs/en/security,"Sandboxed bash tool: filesystem and network isolation, configure with /sandbox; use both permissions and sandbox for defense-in-depth since sandbox restrictions still apply even if a prompt injection defeats Claude's decision-making",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-read-deny-sensitive-files,feature,https://code.claude.com/docs/en/permissions,"Read deny rules such as Read(./.env) or Read(./secrets/**); Edit rules apply to all built-in tools that edit files; Read rules applied best-effort to Grep, Glob, @file mentions and IDE context; a Read deny rule also blocks the Edit and Write tools on the same path including creating a new file (v2.1.208+ edits, v2.1.228+ writes); Read and Edit deny rules apply to recognized file commands in Bash such as cat, head, tail, sed, tee and to redirection targets, but not to grep -r run from the directory or to arbitrary subprocesses like a Python script; gitignore pattern syntax; bare filename patterns match at any depth (Read(.env) equals Read(**/.env))",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: closing advice now says the Bash sandbox merges Read and Edit deny paths into its OS-enforced rules (sandboxing#permission-rules table) instead of 'pair with denyRead'
ccdvf-read-deny-sensitive-files,feature,https://code.claude.com/docs/en/settings,Example settings JSON with permissions.deny Read(./.env) and Read(./.env.*); shared project settings .claude/settings.json is committed so teammates get it,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-wif-three-resources,feature,https://platform.claude.com/docs/en/manage-claude/workload-identity-federation,"Three resources: service account (svac_...), federation issuer (fdis_..., issuer URL + JWKS source discovery/explicit_url/inline), federation rule (fdrl_..., match on subject_prefix, audience, claims, CEL condition; target service account; oauth scope default workspace:developer; token_lifetime_seconds 60 to 86400 default 3600); SDK posts JWT to POST /v1/oauth/token with RFC 7523 jwt-bearer grant and receives short-lived sk-ant-oat01- token; SDK refreshes automatically (advisory at expiry-120s, mandatory at expiry-30s); minted token lifetime is the lesser of the rule's value and twice the remaining IdP JWT lifetime, never less than 60 seconds; credential precedence: ANTHROPIC_API_KEY sits above federation and silently shadows it; ant auth status reports which source won; curl exchange example fields grant_type, assertion, federation_rule_id, organization_id, service_account_id, workspace_id",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-mcp-toolset-denylist,feature,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Beta header mcp-client-2025-11-20; mcp_servers entries with type url, url must start with https://, name, optional authorization_token; API consumers handle the OAuth flow, obtain the access token and refresh it; tools array mcp_toolset with default_config and configs (enabled, defer_loading); allowlist = default_config.enabled false + specific tools enabled; denylist = disable specific tools, recommended for read-only assistants or human confirmation before state changes; only tool calls supported; server must be publicly exposed over HTTP (Streamable HTTP or SSE), local stdio not supported; not ZDR-eligible",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"A: 'because Anthropic passes it through' replaced with 'the connector only forwards it to the server' (page: API consumers handle the OAuth flow, obtain and refresh the token)"
ccdvf-hook-vs-claude-md-enforcement,pattern,https://code.claude.com/docs/en/hooks-guide,Hooks give deterministic control: certain actions always happen rather than relying on the LLM to choose; prompt-based (type prompt) and agent-based hooks for decisions needing judgment; block edits to protected files example exits 2 with stderr reason on Edit|Write matcher,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-vs-claude-md-enforcement,pattern,https://code.claude.com/docs/en/hooks,"Prompt hooks default 30 second timeout, agent hooks 60 seconds, command hooks 600 seconds; USE AT YOUR OWN RISK: hooks run with your user's full permissions, treat hook configuration like source code, only enable hooks from trusted sources",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: hook disclaimer aligned to current page text ('Command hooks execute shell commands with your full user permissions... Review and test all hook commands'); old 'USE AT YOUR OWN RISK / trusted sources' wording no longer on page; prompt hook 30 s default verified
ccdvf-permission-deny-vs-sandbox,pattern,https://code.claude.com/docs/en/permissions,Bash rules match the command text after splitting compound commands and stripping wrappers; table: Bash(curl *) stops curl https://example.com but not /usr/bin/curl or sh -c 'curl ...'; Bash(rm *) stops rm -rf build/ but not /bin/rm or bash -c 'rm -rf build/'; deny or ask rule covers the usual invocation and isn't a security boundary around the program; for enforcement not depending on command text use sandboxing; to inspect the full command use a PreToolUse hook; permissions and sandboxing are complementary layers,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-screen-tool-output-before-use,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Screen tool outputs before Claude acts on them: run each tool, pass raw output to a small classifier call with Claude Haiku 4.5, only return content as tool_result if the screen reports no injection attempt; structured outputs schema with injection_suspected boolean; if true return an error or stripped summary and consider surfacing the attempt to the user; red-team your own agent with documents, emails and tool outputs containing injection attempts",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: 'deterministic application check' -> 'independent application-side check' (a Haiku classifier call is probabilistic)
ccdvf-own-instructions-not-in-tool-result,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Don't put your own instructions in tool results: Claude treats tool-result content as untrusted data so instructions there may be ignored or flagged as a potential injection; send instructions in a user turn following the tool_result block or, on supported models, a mid-conversation system message",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,https://code.claude.com/docs/en/agent-sdk/permissions,"allowed_tools does not constrain the prompt-skipping permission mode: unlisted tools fall through to the mode which approves everything, so allowed_tools=[Read] still approves Bash, Write, Edit; use disallowed_tools to block (bare name removes tool from context, scoped rule like Bash(rm *) denied in every mode); deny rules, explicit ask rules and hooks are evaluated before the mode check and still apply; use with extreme caution, only in controlled environments",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,https://code.claude.com/docs/en/permissions,"Warning: only use the prompt-skipping mode in isolated environments like containers or VMs where Claude Code can't cause damage; the permissions key that disables the prompt-skipping mode, set to disable in any settings file (most useful in managed settings), prevents the mode",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-skip-permissions-isolated-only,pattern,https://code.claude.com/docs/en/hooks-guide,A hook returning permissionDecision deny blocks the tool even with --dangerously-skip-permissions; hooks can tighten restrictions but not loosen them,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Limit Claude's access to sensitive data and actions: don't give Claude access to secrets it doesn't need, run tools in sandboxed environments, scope permissions as narrowly as possible so a successful injection does minimal damage",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,https://code.claude.com/docs/en/sandboxing,sandbox.credentials unsets listed environment variables and denies listed credential files for sandboxed commands; CLAUDE_CODE_SUBPROCESS_ENV_SCRUB strips credentials from all subprocesses,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-least-privilege-agent-access,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,Dedicated VM or container with minimal privileges; avoid giving access to sensitive data; allowlist of domains; human confirmation for consequential decisions,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-vs-permission-rule-precedence,pattern,https://code.claude.com/docs/en/permissions,"PreToolUse hooks run before the permission prompt; hook decisions don't override deny and ask rules (a matching deny blocks and a matching ask still prompts even when the hook returned allow), preserving deny-first precedence including managed deny rules; a hook exiting 2 stops the call before permission rules so the block applies even with an allow rule; pattern: add Bash to allow and register a PreToolUse hook that rejects specific commands; managed settings cannot be overridden by any level",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-hook-vs-permission-rule-precedence,pattern,https://code.claude.com/docs/en/hooks-guide,PreToolUse hooks fire before any permission-mode check in every mode; permissionDecision deny blocks even in the prompt-skipping mode; a hook allow doesn't override deny rules from settings; hooks can tighten but not loosen,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-reset-vs-retry-after-refusal,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/handle-streaming-refusals,"Reset context after refusal: remove or rephrase the triggering turn or clear history, continuing without reset gives continued refusals; alternatively retry on a different Claude model via server-side fallback, SDK middleware or manual retry; pass the fallback credit token on manual retries so the prompt-cache cost is not paid twice; provide custom user messaging; track refusal patterns; a refused batch request returns as a succeeded result with stop_reason refusal",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-guardrail-layering-chain,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Advanced: chain safeguards, multilayered protection example for a financial advisor chatbot (directives, harmlessness_screen tool, structured boolean); layering harmlessness screens, input validation, prompt engineering, repeat-offender handling, tool_result isolation, output screening, least privilege, monitoring",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-guardrail-layering-chain,pattern,https://platform.claude.com/docs/en/about-claude/use-case-guides/content-moderation,All Claude models are trained with built-in safety behaviors and may moderate content deemed particularly dangerous in line with the Acceptable Use Policy regardless of the prompt used; review the AUP before building moderation; Haiku 4.5 recommended for moderation; risk levels 0-3 with human review of medium-risk cases,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,A: 'Usage Policy' -> 'Acceptable Use Policy' to match the cited page
ccdvf-guardrail-layering-chain,pattern,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/reduce-prompt-leak,"Post-processing filters on outputs (regex, keyword filtering, prompted LLM) and regular audits",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-email-agent-injection-mcq,mcq,https://platform.claude.com/docs/en/test-and-evaluate/strengthen-guardrails/mitigate-jailbreaks,"Indirect injection: untrusted content only in tool_result, never system prompt or plain user text; label source (e.g. body of an inbound email from an unknown sender); JSON-encode; state policy in system prompt; least privilege so a successful injection can do minimal damage; system-prompt policy alone is not enforcement",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,"Distractors rewritten: old d ('Ignore instructions' prompt line) and e (temperature 0) mirrored official guide sample 2 options C/A. New d = 'UNTRUSTED CONTENT:' prefix in a plain user text block (page: never plain user text blocks; JSON escaping prevents delimiter break-out); new e = OAuth authorization_token on the mail server (mcp-connector: token authenticates the app, not recipients). Choose two, 2 stars, 5 options, qualifier MOST effective verbatim"
ccdvf-email-agent-injection-mcq,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,Human confirmation for consequential actions; allowlist of domains reduces exposure,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-web-fetch-sensitive-data-mcq,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-fetch-tool,"Exfiltration warning; URL validation limits fetches to URLs already in context but residual risk remains; if exfiltration is a concern disable the tool, use max_uses, or use allowed_domains to restrict to known safe domains; blocked_domains cannot be combined with allowed_domains; max_content_tokens limits content length in tokens for cost control and is approximate; URLs from previous web fetch results are fetchable",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-ci-pipeline-auth-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/authentication,WIF best for CI/CD pipelines to eliminate static secrets; personal key acts as one person and breaks when they leave; expiration limits leak lifetime but is not a substitute for secret hygiene; App Attest is for iOS and macOS apps distributed to end users,2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
ccdvf-ci-pipeline-auth-mcq,mcq,https://platform.claude.com/docs/en/manage-claude/workload-identity-federation,"GitHub Actions is a supported OIDC issuer (https://token.actions.githubusercontent.com); federation rule maps JWT claims to a service account; short-lived token minted at POST /v1/oauth/token; no static secrets to mint, store in CI, rotate or leak",2026-09-21,claude-opus-5 independent fact-check 2026-09-21,none: every claim and number re-verified on the source page 2026-09-21
