uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-agent-memory-patterns,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool ; https://code.claude.com/docs/en/sub-agents,"Structured note-taking persisted outside the context window (Pokemon example, multi-hour); memory tool type memory_20250818, commands view/create/str_replace/insert/delete/rename under /memories, client-side execution; injected protocol 'ASSUME INTERRUPTION'; Claude Code subagent memory scopes user/project/local",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-context-window-management-in-loop,concept,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents ; https://code.claude.com/docs/en/agent-sdk/agent-loop,"'context rot'; smallest possible set of high-signal tokens; compaction (tool result clearing as lightest form), structured note-taking, sub-agent architectures returning condensed summaries of 1,000-2,000 tokens after tens of thousands; SDK context does not reset between turns; automatic compaction emits system message subtype compact_boundary",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agentic-frameworks-tradeoff,concept,"https://www.anthropic.com/engineering/building-effective-agents ; official exam guide v1.0 Domain 1 (Strands, LangGraph, PydanticAI named as frameworks)","Frameworks 'create extra layers of abstraction that can obscure the underlying prompts and responses, making them harder to debug'; 'tempting to add complexity when a simpler setup would suffice'; 'start by using LLM APIs directly: many patterns can be implemented in a few lines of code'; 'ensure you understand the underlying code'; incorrect assumptions about what's under the hood are a common source of customer error",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),none for the card. Ledger row repaired: source_url held an unquoted comma and split into extra columns; now quoted
ccdvf-subagent-fresh-context,feature,https://code.claude.com/docs/en/agent-sdk/subagents,"What subagents inherit table: receives own system prompt (AgentDefinition.prompt) + Agent tool prompt, project CLAUDE.md via settingSources unless omitClaudeMd, tool definitions; does not receive parent conversation history/tool results, parent system prompt, preloaded skills unless listed; only content passed is the Agent tool's prompt string; parent receives the final message as the Agent tool result; forks inherit parent conversation",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-managed-agents-four-concepts,feature,https://platform.claude.com/docs/en/managed-agents/overview ; https://platform.claude.com/docs/en/managed-agents/agent-setup ; https://platform.claude.com/docs/en/managed-agents/sessions,Four concepts Agent/Environment/Session/Events with definitions; how-it-works steps create agent -> create environment -> start session -> send events and stream SSE -> steer or interrupt; beta header managed-agents-2026-04-01 set automatically by SDK; not eligible for ZDR or HIPAA BAA; event history persisted server-side; agent-setup: 'version starts at 1 and increments each time an update changes the agent'; sessions: overrides 'do not modify the agent resource or create a new agent version',2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"USAGE rewritten: agents are versioned (agent-setup: version starts at 1, increments on update) but a session may pass agent_with_overrides to change model/system/tools for that session without creating a version (sessions page 'Override agent configuration for a session'); old line said changing them always means a new version"
ccdvf-agent-sdk-max-turns-budget,feature,https://code.claude.com/docs/en/agent-sdk/agent-loop,"max_turns/maxTurns counts tool-use turns only, default no limit; max_budget_usd/maxBudgetUsd default no limit, covers subagent spend; result subtypes success/error_max_turns/error_max_budget_usd/error_during_execution/error_max_structured_output_retries; result field only on success; all subtypes carry total_cost_usd, usage, num_turns, session_id; single-shot query() raises after yielding an error result",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agent-sdk-sessions-resume-fork,feature,https://code.claude.com/docs/en/agent-sdk/sessions,"Session = conversation history written to disk automatically; continue_conversation=True / continue: true resumes most recent session in cwd; resume=<session_id>; fork_session=True / forkSession creates new session from a copy of history, original unchanged; session_id present on every ResultMessage incl. errors; sessions persist the conversation not the filesystem; storage ~/.claude/projects/<encoded-cwd>/*.jsonl",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agent-sdk-pretooluse-hook-shape,feature,https://code.claude.com/docs/en/agent-sdk/hooks,"hooks option: event -> [HookMatcher(matcher, hooks=[callback])]; matcher 'Write|Edit', '^mcp__', omitted = every event; callback args (input_data, tool_use_id, context); return hookSpecificOutput with permissionDecision allow/deny/ask/defer, permissionDecisionReason, updatedInput; {} = allow; parallel execution, most restrictive wins (deny > defer > ask > allow); hooks run in your process and do not consume context; updatedInput must be inside hookSpecificOutput",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-tool-runner-sdk-loop,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-runner,"Tool runner beta in Python, TypeScript, C#, Go, Java, PHP, Ruby SDKs (seven); @beta_tool decorator; client.beta.messages.tool_runner; runner.until_done(); loops until message without tool use or max_iterations; exceptions returned as tool_result is_error true; manual loop for human-in-the-loop approval, custom logging, conditional execution",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-memory-tool-client-side,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,"tools entry {type: 'memory_20250818', name: 'memory'} is the entire configuration, no input schema, no beta header for the tool itself; client-side execution; commands view/create/str_replace/insert/delete/rename; /memories prefix; API auto-injects memory protocol ('ALWAYS VIEW YOUR MEMORY DIRECTORY BEFORE DOING ANYTHING ELSE', 'ASSUME INTERRUPTION'); path traversal warning /memories/../../secrets.env; validate paths start with /memories, canonicalize, reject ../ and %2e%2e%2f; available on all Claude 4 and later models",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-managed-agents-coordinator-roster,feature,https://platform.claude.com/docs/en/managed-agents/multiagent-orchestration,"multiagent {type: 'coordinator', agents: [...]}; entries {type:'agent', id[, version]} pinned to latest at creation if no version, {type:'self'}, {type:'advisor', model} at most one; each agent in its own session thread with isolated context; all share sandbox, filesystem, vault credentials; one level of delegation only (roster agent with own roster fails validation); max 20 unique agents; 25-thread limit, archiving frees a slot; threads persistent",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),'25-thread limit' -> '25-concurrent-thread limit' (doc: 'A maximum of 25 concurrent threads is supported'; archiving 'frees up a thread against the 25-thread limit')
ccdvf-workflow-vs-agent-decision,pattern,https://www.anthropic.com/engineering/building-effective-agents,"'finding the simplest solution possible, and only increasing complexity when needed' / 'might mean not building agentic systems at all'; agents for open-ended problems where it's difficult or impossible to predict the required number of steps and you can't hardcode a fixed path; autonomy means higher costs and potential for compounding errors; extensive testing in sandboxed environments with guardrails",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agent-sdk-vs-client-sdk-vs-managed,pattern,https://code.claude.com/docs/en/agent-sdk/overview ; https://platform.claude.com/docs/en/managed-agents/overview,"Comparison table: Agent SDK = library that runs the agent loop for you (Python/TypeScript); Client SDK = direct API access, you implement the tool loop; Managed Agents = hosted REST API, separate product, Anthropic runs the agent and the sandbox, for long-running/asynchronous agents without managing sandbox or session infrastructure; Messages API 'custom agent loops and fine-grained control' vs Managed Agents 'long-running tasks and asynchronous work'",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-tool-runner-vs-manual-loop,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-runner,"'When you need human-in-the-loop approval, custom logging, or conditional execution, use the manual loop instead'; generate_tool_call_response() / generateToolResponse() intercept (Python and TypeScript only); taking over message history requires appending assistant message + tool result yourself and passing max_iterations; max_iterations supported in all seven SDKs",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"Explanation tightened: generate_tool_call_response is Python/TypeScript only, but taking over message history is available in every runner; when you do, append the assistant message and tool results yourself and pass max_iterations ('All seven SDKs support max_iterations')"
ccdvf-prompt-chaining-vs-routing,pattern,https://www.anthropic.com/engineering/building-effective-agents,"Prompt chaining: sequential steps, programmatic checks ('gate'), trade latency for accuracy; examples marketing copy then translate, outline -> check criteria -> write; routing: classifies input and directs to specialized followup task, separation of concerns; examples customer service query types, easy/common questions to smaller cost-efficient models and hard/unusual to more capable models",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-parallel-sectioning-vs-voting,pattern,https://www.anthropic.com/engineering/building-effective-agents,Sectioning: 'Breaking a task into independent subtasks run in parallel'; voting: 'Running the same task multiple times to get diverse outputs'; sectioning example: one model instance processes user queries while another screens them for inappropriate content; voting example: several different prompts review code for vulnerabilities and flag if they find a problem; outputs aggregated programmatically,2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-orchestrator-vs-parallelization,pattern,https://www.anthropic.com/engineering/building-effective-agents,"Key difference from parallelization: in orchestrator-workers the subtasks aren't pre-defined but determined by the orchestrator based on the input; parallelization runs predefined independent subtasks; orchestrator examples: multi-file coding changes, multi-source search",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-evaluator-optimizer-when,pattern,https://www.anthropic.com/engineering/building-effective-agents,"Evaluator-optimizer: one LLM generates while another provides evaluation and feedback in a loop; effective 'when we have clear evaluation criteria, and when iterative refinement provides measurable value'; fit indicators: human feedback would demonstrably improve responses and the LLM can provide such feedback; examples literary translation, complex search where evaluator decides whether further searches are warranted",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),Added the second fit sign from the post: 'the LLM can provide such feedback'
ccdvf-compaction-vs-notes-vs-subagents,pattern,https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,"Compaction = summarize near the limit and reinitiate; tool result clearing lightest form; note-taking = notes persisted outside the context window; sub-agents = clean context windows returning condensed summaries; when-to-pick: compaction for extensive back-and-forth, note-taking for iterative development with clear milestones, multi-agent for complex research where parallel exploration pays dividends; memory tool doc: use compaction and memory together, memory preserves what must survive summarization",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-self-hosted-vs-cloud-sandbox,pattern,https://platform.claude.com/docs/en/managed-agents/self-hosted-sandboxes,"Fit: data that cannot leave your network boundary, internal services not publicly routable, own compliance and audit controls; environment config type self_hosted; workers: ant CLI (ant beta:worker poll), Python/TypeScript/Go SDK EnvironmentWorker; file and github_repository resources rejected with 400 on self-hosted (pass references via session metadata); memory stores require SDK worker (CLI worker does not mount them); graceful shutdown (SIGTERM/SIGINT) to upload changed memory files; events and session semantics identical",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"'sessions and events behave identically' -> sessions, events and memory stores created/attached the same way as on cloud (doc: memory stores attach 'exactly as sessions on cloud environments do'); 'changed files upload' -> 'changed memory files upload' (doc: SIGTERM/SIGINT lets the worker 'upload changed memory files'); metadata workaround example 'such as an S3 path' added (doc: 'pass file references (such as an S3 path or commit SHA) in the session metadata field')"
ccdvf-guardrail-hook-vs-prompt-vs-rule,pattern,https://code.claude.com/docs/en/agent-sdk/permissions ; https://code.claude.com/docs/en/agent-sdk/hooks,"Evaluation order: hooks -> deny rules -> ask rules -> permission mode -> allow rules -> canUseTool; hook deny applies even in the most permissive mode; deny rule Bash(rm *) denied in every permission mode; 'Auto-approved tools never reach canUseTool'; 'For checks that must run on every tool call, use a PreToolUse hook'; hooks can return updatedInput",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agent-iteration-cap-mcq,mcq,https://www.anthropic.com/engineering/building-effective-agents,"'it's also common to include stopping conditions (such as a maximum number of iterations) to maintain control'; max_tokens is a per-response output cap (Messages API); distractor angles: prompt request instead of enforcement, brute-force model swap, mechanism wrong for scope",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-fixed-pipeline-not-agent-mcq,mcq,https://www.anthropic.com/engineering/building-effective-agents,"Prompt chaining with programmatic checks (gate) on intermediate steps; workflows for tasks that can be decomposed into fixed subtasks; orchestrator-workers only when subtasks can't be predicted; simplest solution possible; distractor angles: over-engineering x2, mechanism wrong for scope",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-context-flood-subagent-mcq,mcq,https://code.claude.com/docs/en/agent-sdk/agent-loop ; https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,"Keep context efficient: subagents start with fresh conversation, only final response returns as tool result, main context grows by that summary; context rot: recall degrades as tokens increase; automatic compaction frees space; distractor angles: symptom treatment, prompt request instead of enforcement, reversed action",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-subagent-no-history-mcq,mcq,https://code.claude.com/docs/en/agent-sdk/subagents,"'The only content you pass from parent to subagent is the Agent tool's prompt string, so include any file paths, error messages, or decisions the subagent needs directly in that prompt'; subagent does not receive parent conversation history; CLAUDE.md loaded unless omitClaudeMd; distractor angles: real technical error wrong variable, brute-force model swap, mechanism wrong for scope",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-agent-sdk-language-mcq,mcq,https://code.claude.com/docs/en/agent-sdk/overview,"'The SDK is available as a library for Python and TypeScript only. To drive the same agent loop from another language, run the CLI as a subprocess with the -p flag and --output-format json'; Tool Runner (Go supported) loops over tools you define, not Claude Code built-ins; distractor angles: real technical error wrong variable, over-engineering, mechanism wrong for scope",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-block-env-write-hook-mcq,mcq,https://code.claude.com/docs/en/agent-sdk/hooks ; https://code.claude.com/docs/en/agent-sdk/permissions,"PreToolUse hook with matcher 'Write|Edit' returning permissionDecision 'deny' (doc's own .env example); hooks run first, hook deny applies in every mode; acceptEdits auto-approves Edit/Write; auto-approved tools never reach canUseTool; unlisted allowed_tools still available and fall through to permission mode; distractor angles: prompt request instead of enforcement, mechanism wrong for scope, reversed action",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-managed-vs-sdk-hosting-mcq,mcq,https://platform.claude.com/docs/en/managed-agents/overview ; https://code.claude.com/docs/en/agent-sdk/overview,"Managed Agents best for long-running execution (minutes or hours), minimal infrastructure (no own agent loop, sandbox, or tool execution layer), stateful sessions with persistent filesystems, steer or interrupt mid-execution; Agent SDK you host; Batches API has no tool loop or filesystem; distractor angles: mechanism wrong for scope x2, over-engineering",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-self-hosted-sandbox-mcq,mcq,https://platform.claude.com/docs/en/managed-agents/self-hosted-sandboxes,"Self-hosted keeps orchestration on Anthropic's side, execution on your infrastructure; fit: data cannot leave network boundary, internal services not publicly routable; config {type: 'self_hosted'}; environment worker; distractor angles: reversed action, over-engineering, mechanism wrong for scope",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-orchestrator-workers-mcq,mcq,https://www.anthropic.com/engineering/building-effective-agents,Orchestrator-workers example: 'Coding products that make complex changes to multiple files each time'; subtasks determined by orchestrator based on input vs predefined in parallelization; chaining fixed steps; routing one category per input; distractor angles: mechanism wrong for scope x3,2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
ccdvf-routing-cost-mcq,mcq,https://www.anthropic.com/engineering/building-effective-agents,"Routing example: 'Routing easy/common questions to smaller, cost-efficient models ... and hard/unusual questions to more capable models'; voting is for confidence (diverse outputs), not cost; distractor angles: brute-force model swap, symptom treatment, reversed action; new distractor angles: symptom treatment (prompt caching leaves every message on the large model), reversed action (two calls per message)",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"Distractors 'send every message to the smaller model' and 'lower max_tokens' replaced: they mirrored official sample question 1 options C/D (lower max_tokens; smallest model). New distractors: keep the large model + prompt caching (caching discounts only the cached prefix, populations still not separated) and small-then-large sequential rewrite (cost rises above baseline). A: line updated to name the new distractors. Correct option and source unchanged"
ccdvf-max-turns-result-mcq,mcq,https://code.claude.com/docs/en/agent-sdk/agent-loop ; https://code.claude.com/docs/en/agent-sdk/sessions ; https://code.claude.com/docs/en/agent-sdk/python,"result field available only on success subtype; error_max_turns when maxTurns hit; all subtypes carry session_id; 'Recover from a limit ... resume with a higher limit'; 'Setting a budget is a good default for production agents'; max_tokens per-response cap; choose two; distractor angles: swallowing errors, reversed action, mechanism wrong for scope; python reference ResultMessage dataclass: result: str | None = None",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"Stem corrected: Python ResultMessage.result is typed 'str | None' (python reference), so reading message.result does not raise; the crash is downstream ('NoneType' object has no attribute 'strip'). Option a now states result is None on error subtypes; A: line says 'present only on the success variant and is None otherwise'"
ccdvf-tool-result-ordering-loop-mcq,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls ; https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"'Tool result blocks must immediately follow their corresponding tool use blocks'; tool_result blocks must come FIRST in the content array; error text 'tool_use ids were found without tool_result blocks immediately after'; content accepts string or content blocks; disable_parallel_tool_use in tool_choice; distractor angles: real technical error wrong variable x2, symptom treatment; parallel-tool-use: separate user messages 'reduce parallel tool use' (no 400 stated); disable_parallel_tool_use lives inside tool_choice, 'not a top-level request parameter'",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"Re-scenarioed. The parallel-tool-use troubleshooting page treats 'a separate user message for each tool result' only as something that reduces parallel tool use, not as a 400, so the old stem's 'one user message per result' was not a documented 400 cause. New stem: the loop calls the API after appending each single tool_result, so the second tool_use has no tool_result immediately after it, which IS the documented 400 ('Tool result blocks must immediately follow their corresponding tool use blocks'). Distractor 'tools array omitted' (unverifiable error text) replaced by 'tool_result after a text block' with WHY that it would also break single-tool turns (documented 400 cause: text before tool_result). disable_parallel_tool_use option now says 'inside tool_choice' (doc: it is not a top-level parameter). A:/USAGE updated"
ccdvf-framework-debug-mcq,mcq,https://www.anthropic.com/engineering/building-effective-agents,"Frameworks obscure underlying prompts and responses, harder to debug; start with LLM APIs directly; understand the underlying code; distractor angles: brute-force model swap, over-engineering, mechanism wrong for scope; new distractor angles: prompt request without visibility, over-engineering (framework swap)",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"Distractors 'more capable model' and 'raise temperature' replaced: they mirrored official sample question 2 options A/D (raise temperature; larger model). New distractors: blind example-tuning in the framework config (prompt nobody has read) and migrating to another framework at the same abstraction level (exchanging, not reducing, abstraction). A: line updated. Correct option and source unchanged"
ccdvf-memory-across-sessions-mcq,mcq,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool ; https://www.anthropic.com/engineering/effective-context-engineering-for-ai-agents,"Memory tool use cases: maintain project context across multiple agent sessions, apply lessons from past interactions, decisions, and feedback; Claude checks memory directory before starting a task; multisession pattern (progress log, end-of-session update); notes persisted outside the context window; distractor angles: symptom treatment x2, brute-force model swap",2026-09-21,claude-opus-5 independent fact-check 2026-09-21 (all source_url pages re-read raw; official-ccdvf.txt §8 compared),"none (every claim, number, default, key sequence, star count and qualifier verified against source_url on 2026-09-21)"
