uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-breaking-behavior-changes-releases,concept,https://platform.claude.com/docs/en/models/opus-5/migration-guide,"behavior changes (not API breaking): response length calibrated to complexity, more literal instruction following, stricter effort calibration, fewer tool calls by default, built-in progress updates; recommended: fresh effort sweep, prompt review",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-usage-object-fields,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,input_tokens = tokens after last cache breakpoint; total input = cache_read_input_tokens + cache_creation_input_tokens + input_tokens; cache_creation.ephemeral_5m_input_tokens / ephemeral_1h_input_tokens; usage on message_start when streaming,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-usage-object-fields,concept,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,usage.output_tokens_details.thinking_tokens; output_tokens is the inclusive billed total; breakdown appears on final message_delta when streaming,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cost-model-per-request-formula,concept,https://platform.claude.com/docs/en/about-claude/pricing,"Opus 5: $5 input, $6.25 5m write, $10 1h write, $0.50 cache hit, $25 output per MTok; multipliers 1.25x/2x/0.1x (0.025x on Fable 5.1); batch 50% off",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cost-model-per-request-formula,concept,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"cost per request template summing input, 1h writes, 5m writes, cache reads and output from response.usage",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-prompt-caching-concept,concept,https://platform.claude.com/docs/en/about-claude/pricing,"5-minute write 1.25x, 1-hour write 2x, cache hit 0.1x (0.025x Fable 5.1); pays off after one read (5m) or two reads (1h); automatic (top-level cache_control) vs explicit breakpoints",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-prompt-caching-concept,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,cache refreshed for no additional cost each time cached content is used; default 5-minute lifetime,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-checkpointing-breakpoints,concept,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,up to 4 cache breakpoints; cache writes happen only at breakpoints (cumulative prefix hash); reads look backward up to 20 blocks; prefix order tools -> system -> messages; tool changes invalidate entire cache,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-model-lineup-price-context,feature,https://platform.claude.com/docs/en/about-claude/models/overview,Fable 5.1 claude-fable-5-1 $10/$50; Opus 5 claude-opus-5 $5/$25; Sonnet 5 claude-sonnet-5 $2/$10; Haiku 4.5 claude-haiku-4-5-20251001 (alias claude-haiku-4-5) $1/$5; context 1M/1M/1M/200K; max output 128K/128K/128K/64K; default effort high (Haiku: not supported); retirement not sooner than Sept 1 2027 / July 24 2027 / June 30 2027 / Oct 15 2026,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-pricing-multipliers-table,feature,https://platform.claude.com/docs/en/about-claude/pricing,batch 50% off input and output; cache multipliers 1.25x/2x/0.1x (0.025x Fable 5.1); inference_geo us 1.1x on all token categories for 4.6+; fast mode Opus 5/4.8 $10/$50; multipliers stack (batch + cache; cache and data residency on fast mode); 1M context at standard pricing; fast mode not available with Batch; Managed Agents: no batch discount,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-choosing-a-model-two-approaches,feature,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,"Option 1 efficiency-first starting with Haiku 4.5 (prototyping, tight latency, cost-sensitive, high-volume); Option 2 capability-first starting with Opus 5 then lower effort/downgrade, Fable 5.1 if xhigh/max evals fall short; create benchmark tests, test with actual prompts and data",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-dateless-id-not-alias,feature,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,"4.6+ dateless IDs are pinned snapshots, not evergreen pointers; weights/configuration never updated for an existing ID; updated versions ship under new IDs; pre-4.6 aliases resolve to latest dated snapshot; serving infrastructure can change",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-model-deprecation-lifecycle,feature,https://platform.claude.com/docs/en/about-claude/model-deprecations,"lifecycle: active, legacy, deprecated (replacement + retirement date), retired (requests fail); at least 60 days notice for publicly released models; notified by email and documentation; audit via Console Usage page Export CSV by API key and model; deprecated models likely less reliable",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-levels,feature,https://platform.claude.com/docs/en/build-with-claude/effort,"levels low/medium/high/xhigh/max; default high equals omitting; max on Fable 5.1, Fable 5, Opus 5, 4.8, 4.7, 4.6, Sonnet 5, Sonnet 4.6; xhigh on Fable 5.1, Fable 5, Opus 5, 4.8, 4.7, Sonnet 5; supported models list excludes Haiku 4.5; changing top-level effort restarts cache; per-message effort (beta mid-conversation-output-config-2026-07-01) on Fable 5.1 and Opus 5 preserves cache",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-levels,feature,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,tuning effort is often a better lever than switching models,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-fast-mode-scope,feature,https://platform.claude.com/docs/en/build-with-claude/fast-mode,"Opus 5 and Opus 4.8 only; up to 2.5x output tokens per second, not TTFT; same weights; speed: fast + fast-mode-2026-02-01 beta; $10/$50 per MTok; dedicated rate limit; switching speed invalidates prompt cache; not available with Batch API, Priority Tier, Claude Platform on AWS, Bedrock, Google Cloud, Foundry; usage.speed field",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-display-omitted-default,feature,https://platform.claude.com/docs/en/build-with-claude/thinking,"display summarized vs omitted; omitted default on Fable 5.1, Fable 5, Opus 5, Sonnet 5, Opus 4.8, Opus 4.7; still charged full thinking tokens; omitting reduces latency (faster time-to-first-text-token); text placed in empty thinking field of omitted block is ignored; signature carries encrypted thinking",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-context-window-overflow-behavior,feature,https://platform.claude.com/docs/en/build-with-claude/context-windows,"input alone exceeding window: 400 invalid_request_error prompt is too long; input + max_tokens exceeding on 4.5+ models: accepted, stops with stop_reason model_context_window_exceeded; earlier models validation error unless model-context-window-exceeded-2025-08-26 beta; thinking tokens count toward max_tokens and window",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-token-counting-endpoint,feature,https://platform.claude.com/docs/en/build-with-claude/token-counting,"/v1/messages/count_tokens; free; RPM limits 5,000 Start / 10,000 Build / 20,000 Scale, separate from message creation; estimate; supports system, tools, base64 images and PDFs, thinking; rejects server tools (except advisor), MCP connector, url/file sources; no caching logic; 4.7+ tokenizer ~30% more",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-token-counting-endpoint,feature,https://platform.claude.com/docs/en/about-claude/pricing,"web fetch token examples: 10 kB page ~2,500 tokens; 500 kB PDF ~125,000 tokens",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-optimizing-cost-lever-order,feature,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"free wins (caching first, trimming, batch 50%, prompt audit) before tradeoffs (model choice, effort, budgets/caps, multi-model); agent loops read a median 84% of input from cache; sweep effort before adding a second model",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-batch-api-limits,feature,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"100,000 requests or 256 MB per batch; 50% of standard prices; most batches within 1 hour; results when complete or after 24 hours; expired requests not billed; results available 29 days after creation; results in any order, match by custom_id; result types succeeded/errored/canceled/expired; separate rate limits",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-aware-itpm,feature,https://platform.claude.com/docs/en/api/rate-limits,"RPM/ITPM/OTPM per model; token bucket algorithm; input_tokens and cache_creation_input_tokens count toward ITPM, cache_read_input_tokens do not (most models); example 2,000,000 ITPM with 80% cache hit rate = 10,000,000 input tokens per minute; OTPM counts actual generated tokens, max_tokens does not factor; 429 with retry-after; spend-cap 429 has no retry-after",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-adaptive-vs-manual-thinking,pattern,https://platform.claude.com/docs/en/build-with-claude/extended-thinking,"migration mapping: remove budget_tokens, set type adaptive, control depth with output_config.effort; behavioral difference (may skip thinking at lower effort); remove interleaved-thinking-2025-05-14 header; switching modes invalidates cache breakpoints",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-adaptive-vs-manual-thinking,pattern,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,"extended thinking deprecated on 4.6, rejected with 400 on 4.7 and later",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-ttl-5m-vs-1h,pattern,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"1-hour cache: use when prompts recur less than every 5 minutes but more than hourly, when latency matters after 5 minutes, to improve rate-limit utilization; longer TTL entries must appear before shorter; lifetime measured from start of the request",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-ttl-5m-vs-1h,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,turns seconds apart: stay on 5-minute default; more than about 1 gap in 20 between 5 minutes and an hour with gaps over an hour rare: use 1-hour; if ~60% or more of long pauses exceed an hour stay on default,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cost-per-completed-task,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"compare on cost per completed task; SWE-bench Pro: Fable 5.1 at low 88.6% for $0.54 per solved task vs Sonnet 5 default 77.4% for $0.84, 11 more points for 35% less despite 5x per-token price; price the hardest tenth of tasks (the tail); output tokens cost five times input on Sonnet 5",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-vs-model-switch,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,decision tree: costs too high quality fine -> tune effort down; quality not good enough -> restore effort else try next tier at low; not on latest model -> upgrade; sweep effort before adding a second model,2026-09-21,factcheck-d5-2026-09-21,"upgrade claim aligned with cost guide: cost per solved task ranges ~40% lower to ~20% higher, not 'usually less'; trimmed to 112 words"
ccdvf-effort-vs-model-switch,pattern,https://platform.claude.com/docs/en/build-with-claude/effort,lower effort on Fable 5 often exceeds xhigh on prior models,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-max-tokens-vs-effort-vs-task-budget,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"max_tokens invisible cap; 16,384 cap ended 15% of Opus 5 and 43% of Fable 5.1 attempts; cost per solved task about the same as 64,000 ($21 vs $22); treat stop_reason max_tokens as failure; task budget floor 20,000 tokens, set once on first request (mid-task change invalidates cache)",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-max-tokens-vs-effort-vs-task-budget,pattern,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,max_tokens hard cap on thinking plus text; effort soft guidance,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-rerun-failures-higher-effort,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,Opus 5 at low: 16% failed; re-run at default ~93% pass for ~$0.45 each vs 91.7% for $0.93 at default throughout; needs a failure signal; latency paid on failures,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-vs-caching-effort-change,pattern,https://platform.claude.com/docs/en/build-with-claude/thinking,"thinking configuration and resolved effort rendered into the prompt; changing them starts a new cache prefix; message breakpoints always miss, tools/system may; explicit default equals omitting; per-message effort via role system message leaves cached prefix intact",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-vs-caching-effort-change,pattern,https://platform.claude.com/docs/en/build-with-claude/effort,"effort-only system message with content [] and output_config.effort; beta mid-conversation-output-config-2026-07-01; Fable 5.1, Mythos 5.1 and Opus 5; takes effect from the next user turn",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-batch-plus-cache-stacking,pattern,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"batch + caching discounts stack; cache hits best-effort, hit rates 30% to 98%; include identical cache_control in every request, maintain steady stream, share prefix; consider 1-hour cache because batches can take longer than 5 minutes; max_tokens 0 not supported in a batch",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-batch-plus-cache-stacking,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,Batch API takes 50% off every token of a request including cached ones,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-advisor-vs-orchestrator,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"advisor pays with a capability gap (Haiku + Opus advisor big gain; frontier + advisor almost nothing); if executor consults on most tasks run the advisor model alone; low-effort executor can stop detecting it is stuck and score below itself; orchestrator pays with bulk independent work or beyond one context window, loses on dependent chains; baseline = stronger model alone at low effort",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-disable-thinking-vs-low-effort,pattern,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,Opus 5 accepts disabled only at effort high or below (400 at xhigh/max); with thinking disabled Opus 5 may emit tool calls as plain text or leak XML tags; system-prompt rules not to think increase leakage; re-enable thinking and use lower effort,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-shorter-output-vs-lower-effort,pattern,https://platform.claude.com/docs/en/build-with-claude/effort,on Opus 5 effort controls thinking volume not visible response length; prompt for length instead,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-shorter-output-vs-lower-effort,pattern,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,output tokens cost five times input on Sonnet 5; triage one-line answer 39% fewer output tokens and 14% less per run than two-line; memo 2.8x the one-line cost; all three within noise,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-migration-eval-first,pattern,https://platform.claude.com/docs/en/models/opus-5/migration-guide,"breaking changes to Opus 5: extended thinking removed (400), thinking on by default, disabled capped at high effort, sampling parameters removed (400), thinking content omitted by default, new tokenizer ~1x-1.35x tokens, prefill removed (400); read blocks by type not content[0]; fresh effort sweep; 64k max_tokens starting point at xhigh/max",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-serving-drift-vs-model-change,pattern,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,"weights fixed per ID; serving infrastructure (router, safety classifiers, sampling logic) can change and produce minor differences; infrastructure update is the most likely cause of unexpected differences on a stable ID; updated versions ship under new IDs with own schedules",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-right-size-classifier-mcq-01,mcq,https://platform.claude.com/docs/en/about-claude/models/choosing-a-model,efficiency-first: Haiku 4.5 for high-volume straightforward tasks; evaluate and upgrade only for capability gaps,2026-09-21,factcheck-d5-2026-09-21,distractors b/c replaced (max_tokens cap and prompt plea echoed exam-guide sample items): now Batch-on-Opus-5 and effort-low-on-Opus-5 with price-based WHYs; A: updated
ccdvf-right-size-classifier-mcq-01,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,lowering max_tokens does not make the model economize,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-budget-tokens-400-mcq-02,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking-troubleshooting,400 message thinking.type.enabled is not supported; fix is adaptive + output_config.effort,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-budget-tokens-400-mcq-02,mcq,https://platform.claude.com/docs/en/build-with-claude/extended-thinking,interleaved-thinking-2025-05-14 header ignored / no manual-mode effect on 4.7+; migration mapping,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-silently-not-written-mcq-03,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"4,096-token minimum on Haiku 4.5; 512 on Opus 5; shorter prompts silently not cached; check usage fields",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-silently-not-written-mcq-03,mcq,https://platform.claude.com/docs/en/about-claude/pricing,"Haiku 4.5 cache write rates $1.25 (5m) and $2 (1h) per MTok, i.e. caching is supported",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cache-ttl-support-chat-mcq-04,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,1-hour rule: more than about 1 gap in 20 between 5 minutes and an hour and gaps over an hour rare -> 1-hour duration,2026-09-21,factcheck-d5-2026-09-21,WHY for keep-alive distractor now cites the measured result (no saving vs 1-hour on Sonnet 5/Opus 5; Fable 5.1 exception) instead of loose arithmetic
ccdvf-cache-ttl-support-chat-mcq-04,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"1h write 2x, 5m write 1.25x, read 0.1x; Sonnet 5 minimum 1,024 tokens; ttl 1h syntax",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-change-cache-miss-mcq-05,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking,"changing effort value invalidates cache breakpoints (message breakpoints always miss, tools/system may miss)",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-effort-change-cache-miss-mcq-05,mcq,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"minimum cacheable length 1,024 for Opus 4.8; effort setting listed as invalidator; per-message effort preserves prefix on supporting models",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-fast-mode-ttft-mcq-06,mcq,https://platform.claude.com/docs/en/build-with-claude/fast-mode,benefits focused on OTPS not TTFT; up to 2.5x; premium pricing,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-fast-mode-ttft-mcq-06,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking,display omitted default; primary benefit faster time-to-first-text-token when streaming,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-fast-mode-ttft-mcq-06,mcq,https://platform.claude.com/docs/en/about-claude/models/overview,"comparative latency: Fable 5.1 slower, Opus 5 moderate; Fable 5.1 thinking always on",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-eval-batch-cache-mcq-07,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing,50% discount; 24-hour window; custom_id matching; 1-hour cache recommended for batches; caching and batch discounts stack,2026-09-21,factcheck-d5-2026-09-21,"rewritten: stem and distractors mirrored exam-guide Sample 1 (overnight job, sync parallel, lower max_tokens, smallest model); new distractors: max_tokens 0 pre-warm in batch, transcript ahead of rubric, default 5-minute TTL"
ccdvf-max-tokens-truncation-mcq-08,mcq,https://platform.claude.com/docs/en/build-with-claude/thinking-steering-and-cost,stop_reason max_tokens remedies: raise max_tokens or lower effort; thinking counts toward max_tokens,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-max-tokens-truncation-mcq-08,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,cost per solved task about the same at a larger cap; retrying capped attempts rarely helps,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sampling-400-migration-mcq-09,mcq,https://platform.claude.com/docs/en/about-claude/model-deprecations,temperature/top_p/top_k non-default -> 400 on 4.7+; replacement prompting,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-sampling-400-migration-mcq-09,mcq,https://platform.claude.com/docs/en/models/opus-5/migration-guide,temperature = 0 never guaranteed identical outputs,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-token-count-before-send-mcq-10,mcq,https://platform.claude.com/docs/en/build-with-claude/token-counting,count_tokens accepts base64 PDFs and images; free; estimate; counts under the tokenizer of the model passed; 4.7+ ~30% more,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-token-count-before-send-mcq-10,mcq,https://platform.claude.com/docs/en/build-with-claude/context-windows,input alone exceeding window -> 400 prompt is too long; input + max_tokens exceeding on 4.5+ -> model_context_window_exceeded,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cost-per-task-compare-mcq-11,mcq,https://platform.claude.com/docs/en/about-claude/models/optimizing-for-cost-and-intelligence,"compare on cost per completed task; price the tail (hardest tenth) not the median; results directional, measure on own workload",2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-cost-per-task-compare-mcq-11,mcq,https://platform.claude.com/docs/en/about-claude/pricing,Opus 5 $5/$25 vs Sonnet 5 $2/$10 (2.5x),2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
ccdvf-thinking-disabled-xhigh-400-mcq-12,mcq,https://platform.claude.com/docs/en/build-with-claude/effort,Opus 5: thinking disabled with xhigh or max returns 400; set large max_tokens (start 64k) at xhigh/max,2026-09-21,factcheck-d5-2026-09-21,"verified, no change"
