uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-strict-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/strict-tool-use,strict: true grammar-constrained sampling; input matches schema and name always valid; passengers '2' vs 2 example; additionalProperties: false; rejected on computer_toolset_20260801 and browser_toolset_20260801; schemas cached up to 24 hours since last use; no PHI in schema property names/enum/const/pattern,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-strict-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,strict available on all tools except mcp_toolset and the two client toolsets,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-strict-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,Tools with strict: true are not supported with programmatic calling,2026-09-21,check-D8,"USAGE: ""costs nothing at call time"" (unsupported) replaced with the documented fact that compiled schemas are cached up to 24 hours since last use"
ccdvf-tool-result-block-shape,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,"tool_result fields tool_use_id, content optional (string, or blocks text/image/document/search_result), is_error optional; empty result example; computer/browser member results must echo toolset_name and hold only text/image (+ browser_state); untrusted content belongs in tool_result not system or bare user text",2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"disable_parallel_tool_use inside tool_choice object, not top-level; auto → at most one tool call, may answer in text; any/tool → exactly one; parallel on by default",2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,Changing disable_parallel_tool_use invalidates the messages cache,2026-09-21,check-D8,"verified, no change"
ccdvf-disable-parallel-tool-use,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,disable_parallel_tool_use: true not supported with programmatic calling,2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-tool-params,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-search-tool,"Versions web_search_20250305 / 20260209 (dynamic filtering, allowed_callers defaults to code_execution_20260120) / 20260318 (response_inclusion); max_uses, allowed_domains XOR blocked_domains (both → 400), user_location type approximate with city/region/country/timezone; errors return HTTP 200 with web_search_tool_result_error codes (max_uses_exceeded, too_many_requests, invalid_tool_input, query_too_long, request_too_large, unavailable); empty content list on no results; $10 per 1,000 searches; failed searches not billed; citations always enabled, cited_text up to 150 chars; encrypted_content must be passed back or 400; simple queries 1–3 searches, comparisons 10+",2026-09-21,check-D8,"verified, no change"
ccdvf-web-search-tool-params,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,"Domain filtering: no scheme, subdomains included, subpaths supported for web search, allowed or blocked not both",2026-09-21,check-D8,"verified, no change"
ccdvf-web-fetch-url-validation,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/web-fetch-tool,"Only URLs previously in conversation: user messages, client-side tool results (even echoing Claude's text), prior web search/fetch results; not system prompt or Claude's own output → url_not_in_prior_context; max_uses (failed count, no default), max_content_tokens (text not binary), citations off by default, use_cache false on 20260309+; PDFs base64; JavaScript-rendered sites unsupported; url_too_long at 250 chars; no additional charge; ~2,500 tokens per 10 kB page, ~25,000 per 100 kB, ~125,000 per 500 kB PDF",2026-09-21,check-D8,"verified, no change"
ccdvf-code-execution-tool-facts,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/code-execution-tool,"Versions code_execution_20250825 / 20260120 (REPL persistence + programmatic tool calling) / 20260521 (90-second per-cell limit documented); no beta header; sub-tools bash_code_execution and text_editor_code_execution; Python 3.11, Linux x86_64, 1 CPU, 5 GiB RAM, 5 GiB disk, no internet; new container per request unless container id passed; ~5 min idle checkpoint; expire 30 days after creation; $OUTPUT_DIR capture; 1,550 free hours/month then $0.05 per hour per container, 5-minute minimum; free with web_search_20260209 / web_fetch_20260209 or later; not on Bedrock or Google Cloud; ZDR not eligible",2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-tool-calling,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,"allowed_callers ['code_execution_20260120']; requires code_execution_20260120+; tools exposed as async Python functions; caller field {type: code_execution_20260120, tool_id: srvtoolu_...}; stop_reason tool_use + container id; continuation: only tool_result blocks, container id required while pending, same tools array; intermediate results not loaded into context; ~4 minute timeout (TimeoutError after 270s example); not with strict, tool_choice forcing, disable_parallel_tool_use, MCP connector tools, computer/browser toolsets; BrowseComp/DeepSearchQA +11% with 24% fewer input tokens",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-connector-request-shape,feature,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Beta header mcp-client-2025-11-20; mcp_servers entries type url (only), url must start https://, name unique referenced by exactly one mcp_toolset, authorization_token optional (OAuth handled by API consumer); tools mcp_toolset with mcp_server_name, default_config, configs, cache_control; mcp_tool_use (mcptoolu_ id, server_name) and mcp_tool_result (is_error, content); only tool calls supported; Streamable HTTP and SSE, no stdio; ZDR not eligible; Claude API (beta), Claude Platform on AWS (beta), Microsoft Foundry (beta); not on Amazon Bedrock or Google Cloud",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-toolset-allowlist-denylist,feature,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Allowlist: default_config enabled false + configs enabled true; denylist: configs enabled false, recommended for read-only assistants / human confirmation; merge precedence configs > default_config > system defaults (enabled true, defer_loading false); unknown tool names in configs log warning no error; each server referenced by exactly one toolset",2026-09-21,check-D8,"verified, no change"
ccdvf-claude-mcp-add-transports,feature,https://code.claude.com/docs/en/mcp,"claude mcp add --transport http <name> <url> --header 'Authorization: Bearer ...'; --transport stdio <name> --env KEY=VALUE -- <command> [args]; -- separates Claude options from server command; SSE deprecated; ${VAR} and ${VAR:-default} expansion in command, args, env, url, headers; scopes local (default, ~/.claude.json under project path), project (.mcp.json, shared via version control), user (~/.claude.json, all projects); precedence local > project > user > plugin > claude.ai connectors",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-output-token-limit,feature,https://code.claude.com/docs/en/mcp,"Warning threshold 10,000 tokens; default max 25,000 tokens; MAX_MCP_OUTPUT_TOKENS env var; over-limit text results saved to session tool-results directory under ~/.claude/projects/ and replaced by file reference; _meta['anthropic/maxResultSizeChars'] in tools/list entry raises per-tool threshold up to 500,000 chars, independent of env var; image results still subject to token limit",2026-09-21,check-D8,"verified, no change"
ccdvf-bash-tool-client-session,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,"bash_20250124 name bash, schema-less, no beta header; input command (required unless restart) and restart: true; app keeps one bash process alive, state persists; stdout+stderr returned together; restart kills and relaunches; no interactive commands (vim, less, password prompts); API does not truncate tool results, oversized request rejected, truncate yourself; security: isolated container/VM, least-privileged user, treat commands as untrusted, allowlist not blocklist, ulimit resource limits, log commands, redact secrets; timeouts kill shell and process group; definition adds 325 tokens on Opus 5/4.8/4.7, 244 on Opus 4.6/Sonnet 4.6 and earlier",2026-09-21,check-D8,"verified, no change"
ccdvf-text-editor-tool-commands,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/text-editor-tool,"text_editor_20250728 for Claude 4 and later, name str_replace_based_edit_tool, schema-less; commands view (path, view_range 1-indexed, -1 end; directories list), str_replace (old_str exact match, new_str), create (path, file_text), insert (insert_line 0 = beginning, insert_text); max_characters only 20250728+; line numbers essential for view_range/insert_line; errors via is_error: file not found, multiple matches ('Found 3 matches...'), no match, permission denied; security: path traversal validation, backups, unique matching",2026-09-21,check-D8,"verified, no change"
ccdvf-memory-tool-client-side,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,"memory_20250818 name memory, client-side; commands view/create/str_replace/insert/delete/rename; /memories prefix mapped to your storage; API auto-adds memory protocol system prompt ('ALWAYS VIEW YOUR MEMORY DIRECTORY BEFORE DOING ANYTHING ELSE', 'ASSUME INTERRUPTION'); persistence via same tools entry + same store; path traversal protection (/memories prefix, canonical resolve, reject ../, %2e%2e%2f); cap file sizes, expire stale files; pairs with context editing and compaction",2026-09-21,check-D8,"verified, no change"
ccdvf-computer-use-toolset,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,"computer_toolset_20260801, no name field; 17 member tools (screenshot, zoom, left_click, type, key, scroll, wait...); tool_use carries toolset_name 'computer', dispatch on (toolset_name, name) pair; configs per member enabled/defer_loading; cache_control entry only; allowed_callers ['direct'] only; batch actions run sequentially, stop at first failure, skipped actions return is_error with exact text 'Not executed: an earlier computer action in this turn failed.'; only screenshot and zoom need image results; security: dedicated VM, domain allowlist, human confirmation for consequential actions",2026-09-21,check-D8,"verified, no change"
ccdvf-computer-use-toolset,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,Toolset entries reject strict: true and input_examples; defer_loading per member not on entry; tool_choice type tool naming the toolset rejected,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-cache-control-placement,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,cache_control ephemeral on last tool caches entire tool-definitions prefix; mcp_toolset and computer/browser toolsets: breakpoint on the entry; prefix hierarchy tools → system → messages; modifying tool definitions invalidates entire cache; toggling web search or citations invalidates system and messages; tool_choice / disable_parallel_tool_use / images / thinking params invalidate messages; defer_loading preserves prefix cache; automatic 5-minute breakpoint on server tool results when caching enabled,2026-09-21,check-D8,"A: thinking parameters do not invalidate ""only messages"": per the prompt-caching table they always invalidate messages and also tools+system on models that render the thinking config ahead of them; output_config.effort added"
ccdvf-tool-cache-control-placement,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,A tool with defer_loading: true cannot also carry cache_control: 400; put breakpoint on a non-deferred tool,2026-09-21,check-D8,"A: thinking parameters do not invalidate ""only messages"": per the prompt-caching table they always invalidate messages and also tools+system on models that render the thinking config ahead of them; output_config.effort added"
ccdvf-server-tools-mixed-turn,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,"Server + client tool in same parallel group: stop_reason tool_use, server_tool_use without result block, no other marker; continue with user message containing only tool_result blocks and same tools array; text after results → 400 naming unresolved server tool; dropping tool → 400 'but no web_fetch tool was provided'; next response begins with result block for earlier srvtoolu_ id; pause_turn never leaves a client tool_use waiting, re-send content as-is; mcp_tool_use behaves the same",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-use-system-prompt-overhead,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Tool use system prompt token counts: Opus 5 286 (auto/none) / 406 (any/tool); Sonnet 5 354 / 474; Haiku 4.5 496 / 588; none with no tools = 0; additional tokens from tools parameter, tool_use blocks, tool_result blocks; server tools may add usage-based charges",2026-09-21,check-D8,USAGE: budget widened from 300–600 to 300–800 hidden tokens because Opus 4.7 is 675/804 in the overview pricing table
ccdvf-tool-use-system-prompt-overhead,feature,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,Bash tool definition adds 325 input tokens on Opus 5,2026-09-21,check-D8,USAGE: budget widened from 300–600 to 300–800 hidden tokens because Opus 4.7 is 675/804 in the overview pricing table
ccdvf-skills-api-mechanics,feature,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"API: skill_id in container parameter with code execution tool required; pre-built pptx/xlsx/docx/pdf; custom Skills via /v1/skills, workspace-wide; API Skills no network access, no runtime package installation; not covered by ZDR; Claude Code: ~/.claude/skills/ personal, .claude/skills/ project, plugins; pre-built document Skills not available in Claude Code; claude.ai custom Skills per-user zip uploads, no admin distribution; Skills do not sync across surfaces; security: audit Skills, treat like installing software",2026-09-21,check-D8,"verified, no change"
ccdvf-client-vs-server-tools,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Client tools (user-defined + Anthropic-schema bash/text_editor) run in your app: stop_reason tool_use, you return tool_result; server tools (web_search, web_fetch, code_execution, tool_search) run on Anthropic infrastructure, results returned directly unless mixed with client tool",2026-09-21,check-D8,"verified, no change"
ccdvf-client-vs-server-tools,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Three buckets: user-defined client, Anthropic-schema client, server-executed; you never construct tool_result for server tools; approach table: custom logic/internal APIs → user-defined; standard dev ops → Anthropic-schema; web search/sandbox/fetch → server",2026-09-21,check-D8,"verified, no change"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"User-defined tools for custom business logic, internal APIs, proprietary data; server tools when Anthropic handles execution (code sandbox, web search, fetch)",2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Skills = reusable filesystem-based procedural knowledge (workflows, scripts), load on demand, reduce repetition, shareable across projects",2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,https://modelcontextprotocol.io/docs/learn/architecture,MCP servers expose capabilities to many hosts/clients; remote Streamable HTTP servers serve many clients,2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-stdio-vs-streamable-http,pattern,https://modelcontextprotocol.io/docs/learn/architecture,"stdio: local processes, same machine, no network overhead, typically single client; Streamable HTTP: HTTP POST + optional SSE, remote, bearer tokens/API keys/custom headers, OAuth recommended, many clients; same JSON-RPC 2.0 messages",2026-09-21,check-D8,"verified, no change"
ccdvf-stdio-vs-streamable-http,pattern,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Connector requires publicly exposed HTTP (Streamable HTTP and SSE); local STDIO servers cannot be connected directly,2026-09-21,check-D8,"verified, no change"
ccdvf-stdio-vs-streamable-http,pattern,https://code.claude.com/docs/en/mcp,"Claude Code supports http (recommended), sse (deprecated), stdio transports",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-connector-vs-own-client,pattern,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Use mcp_servers when remote servers by URL and only tools needed; use client-side helpers for local servers, prompts, resources, more control; helpers mcpTools(tools, mcpClient), mcpMessages(messages), mcpResourceToContent(resource), mcpResourceToFile(resource); UnsupportedMCPValueError for unsupported content/MIME/resource links",2026-09-21,check-D8,"verified, no change"
ccdvf-defer-loading-which-tools,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,"Keep 3–5 most used tools non-deferred; never defer the tool search tool; 400 'At least one tool must have defer_loading=false'; MCP: set on mcp_toolset default_config or per tool configs; computer/browser toolsets: per member in configs, same value on every enabled member, never on entry; system prompt naming tool categories",2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-vs-direct-calling,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,"['direct'] default; ['code_execution_20260120'] guides calling from code; choose one caller rather than both; not a hard API block or security boundary, client must still handle direct tool_use; 20 employees example N→1 round trips; describe output format so code can parse",2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/strict-tool-use,Without strict Claude might return '2' instead of 2 or omit required fields; strict guarantees typed arguments,2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Missing required parameters: Opus much more likely to ask, Sonnet might infer a value; not guaranteed",2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,Invalid tool use usually means insufficient description detail; retry with more detailed descriptions; is_error naming missing parameter; strict eliminates missing parameters,2026-09-21,check-D8,"verified, no change"
ccdvf-parallel-run-strategy,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"Sequential with stop on first failure is valid; skipped calls return is_error 'Not executed: the preceding write_file call failed.'; parallel failure due to prerequisite → natural error, Claude reissues; computer/browser toolsets require sequential stop-on-failure with exact skip text; system prompt 'Only batch tool calls that are independent of each other.'",2026-09-21,check-D8,"verified, no change"
ccdvf-approval-pattern-enforced-vs-prompted,pattern,https://code.claude.com/docs/en/permissions,"Rules evaluated deny, then ask, then allow, first match wins; allow cannot carve exception out of deny; permission rules enforced by Claude Code not the model; PreToolUse hooks run before permission prompt; hook decisions do not override deny/ask rules; blocking hook (exit code 2) precedes allow rules; MCP rule syntax mcp__server__tool",2026-09-21,check-D8,"verified, no change"
ccdvf-approval-pattern-enforced-vs-prompted,pattern,https://code.claude.com/docs/en/hooks,PreToolUse hookSpecificOutput permissionDecision allow/deny/ask with permissionDecisionReason; exit 2 blocking error on PreToolUse; matchers mcp__<server>__.*,2026-09-21,check-D8,"verified, no change"
ccdvf-approval-pattern-enforced-vs-prompted,pattern,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Denylisting write or destructive tools recommended for read-only assistants or human confirmation before state changes; disabled tools not shown to Claude,2026-09-21,check-D8,"verified, no change"
ccdvf-agentic-harness-dispatch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Canonical while loop keyed on stop_reason tool_use; exits on end_turn, max_tokens, stop_sequence, refusal; server-side loop and pause_turn; mixed turn returns tool_use with unrun server_tool_use",2026-09-21,check-D8,"verified, no change"
ccdvf-agentic-harness-dispatch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,"Programmatic tool_use carries caller {type: code_execution_20260120, tool_id}; container id required on continuation; tool_result feeds running code",2026-09-21,check-D8,"verified, no change"
ccdvf-agentic-harness-dispatch,pattern,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,Dispatch computer/browser member blocks on both name and toolset_name,2026-09-21,check-D8,"verified, no change"
