uid,kind,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-batch-dry-run-validation-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing,"Validation of params performed asynchronously, errors returned when whole batch has ended; Tip: test request shape with the Messages API; best practices: dry run a single request shape.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-shared-prefix-cache-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/build-with-claude/prompt-caching,FAQ single-request seeding batch with 1-hour cache; max_tokens: 0 rejected in batch; hits best effort; discounts stack; batch RPM limits.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-batch-tenant-isolation-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/batch-processing | https://platform.claude.com/docs/en/build-with-claude/files,"Batches isolated within the workspace they are created in, accessible by any API request in the same workspace; files workspace-scoped, workspace per tenant recommended; delete endpoint exists.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-files-multiturn-image-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/vision | https://platform.claude.com/docs/en/build-with-claude/files,Multi-turn requests resend full history incl. base64 image bytes; Claude has access to every earlier image; Files API upload once and reference file_id; url source is a hosted-online reference.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-files-auto-expiry-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/files | https://platform.claude.com/docs/en/manage-claude/api-and-data-retention,"expires_in_seconds 3,600 to 7,776,000 (14 days = 1,209,600); expires_at on responses; Files API not ZDR eligible; list endpoint paginated (limit default 20, max 1,000).",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-third-party-platform-gaps-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock | https://platform.claude.com/docs/en/build-with-claude/overview | https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"Bedrock not supported: Message Batches endpoint, Files API and URL input sources; supported: prompt caching incl. 1-hour (prompt caching page), tool use, thinking/adaptive thinking (features table bedrock column).",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-vertex-model-in-body-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-on-vertex-ai,model in URL not body; anthropic_version body vertex-2023-10-16; raw curl documented; 30 MB payload; 4.6+ IDs match Claude API format.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-foundry-deployment-name-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-in-microsoft-foundry,Deployment name is the value passed in model parameter; troubleshooting Deployment not found -> verify deployment name; both hosting options addressed by deployment name; anthropic. prefix is Bedrock format.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-foundry-hosted-azure-400-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-in-microsoft-foundry,"Code execution not supported when hosted on Azure, available hosted on Anthropic; requests return 400 Bad Request by design; migrate between hosting options by creating new deployment and passing new deployment name.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-aws-compliance-choice-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-platform-on-aws | https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock,"When to choose Bedrock: FedRAMP High, IL4, IL5, HIPAA-ready, AWS sole data processor, AWS-controlled infrastructure and operating party; comparison table: beta headers, Skills, Batches on Claude Platform on AWS only; billing AWS Marketplace (CCUs) vs native AWS service.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-bedrock-endpoint-cost-mcq,mcq,https://platform.claude.com/docs/en/build-with-claude/claude-in-amazon-bedrock,"Global endpoint dynamic routing, no pricing premium; regional endpoint single region for data residency, 10% premium; inference profile for multi-region routing within a geography.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-model-pin-snapshot-mcq,mcq,https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,"Dateless IDs are pinned snapshots not evergreen pointers; weights not updated; new versions under new IDs; infrastructure changes may cause minor differences; pre-4.6 aliases float; Google Cloud format matches Claude API, Bedrock anthropic. prefix dateless.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-model-retirement-plan-mcq,mcq,https://platform.claude.com/docs/en/about-claude/model-deprecations | https://platform.claude.com/docs/en/about-claude/models/model-ids-and-versions,60 days notice; requests to retired models fail; deprecated models less reliable; audit via Usage export CSV; test applications with newer models well before retirement; alias resolves to most recent dated snapshot of that minor version.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-settings-local-model-override-mcq,mcq,https://code.claude.com/docs/en/settings,"Keep personal settings out of a repository example: team model claude-sonnet-5, local file model claude-opus-4-8; local above shared project; user below project; ANTHROPIC_MODEL applies over model key from any file.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-claude-md-personal-sandbox-mcq,mcq,https://code.claude.com/docs/en/memory,"CLAUDE.local.md: personal project-specific preferences, add to .gitignore, sandbox URLs / preferred test data; user CLAUDE.md all projects; managed policy all users; CLAUDE_CODE_NEW_INIT=1 /init personal option creates it.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-enforce-vs-instruct-mcq,mcq,https://code.claude.com/docs/en/memory | https://code.claude.com/docs/en/settings | https://code.claude.com/docs/en/permissions,Settings rules enforced by client regardless of model; CLAUDE.md not a hard enforcement layer; managed settings: permissions.deny for blocking paths; managed cannot be overridden by user/project/local; Edit(path) deny rules.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-plugin-dep-pin-mcq,mcq,https://code.claude.com/docs/en/plugin-dependencies,Worked example deploy-kit / secrets-vault ~2.1.0; tags {name}--v{version}; auto-update stays within range; widen constraint in new release.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-settings-precedence-mcq,mcq,https://code.claude.com/docs/en/settings,Precedence stack; --settings below managed; lists merge; local allow rule does not outrank project/managed ask rule; user settings lowest.,2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
ccdvf-claude-md-bloat-mcq,mcq,https://code.claude.com/docs/en/memory,"Target under 200 lines, longer files reduce adherence; path-scoped rules with paths frontmatter trigger when Claude reads matching files; contradictory rules picked arbitrarily; skills load when invoked or relevant.",2026-09-21,D2b fact-check 2026-09-21 (independent pass; source pages fetched as raw markdown from platform.claude.com and code.claude.com),"no change; every claim, number and default re-verified on the listed source pages; MCQ key sequence, star count vs choose-N, qualifier verbatim in stem and distractor WHYs confirmed; no resemblance to the exam guide sample items"
