uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-d4-pat-cost-allocation-tags,pattern,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html,AWS-generated and user-defined tags must be activated separately before they appear in Cost Explorer/reports; all tags can take up to 24 hours to appear; only the management account (or a standalone account) has access to the cost allocation tags manager,2026-09-21,check-B4.6,
aws-d4-pat-cost-allocation-tags,pattern,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/aws-tags.html,AWS-generated tag key is aws:createdBy; management account must activate it; applied only to resources created after activation; user-defined tags carry the user: prefix in the report,2026-09-21,check-B4.6,
aws-d4-pat-cost-allocation-tags,pattern,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-allocation-backfill.html,Management account can request a backfill for up to twelve months; backfilled data available only where the resource historically carried the tag; one backfill request per 24 hours,2026-09-21,check-B4.6,
aws-d4-pat-cost-allocation-tags,pattern,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/custom-tags.html,User-defined tags activated in Billing console; report includes tagged and untagged resources; user: prefix,2026-09-21,check-B4.6,
aws-d4-pat-cost-allocation-tags,pattern,new,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_tag-policies.html,Tag policies standardize tag keys/values across organization accounts and can enforce (prevent) noncompliant tagging operations; untagged resources are not evaluated (hence SCP needed to require a tag at creation),2026-09-21,check-B4.6,
aws-d4-pat-storage-auto-scaling,pattern,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_PIOPS.Autoscaling.html,"Autoscaling triggers when free space <= 10 percent of allocated storage for at least five minutes and fewer than four modifications in past 24 hours; increment = greater of 10 GiB, 10 percent, or predicted 7-hour growth; maximum storage threshold default 1,000 GiB; autoscaling cannot decrease storage; shrink via blue/green deployment or new instance with lower storage plus data migration",2026-09-21,check-B4.6,
aws-d4-pat-storage-auto-scaling,pattern,new,https://docs.aws.amazon.com/ebs/latest/userguide/ebs-modify-volume.html,"Elastic Volumes: increase size, change type, adjust performance without detaching; you can't decrease the volume size (create smaller volume and migrate with rsync/robocopy); up to four modifications per rolling 24 hours",2026-09-21,check-B4.6,
aws-d4-pat-storage-auto-scaling,pattern,new,https://docs.aws.amazon.com/ebs/latest/userguide/general-purpose.html,"gp3 scales performance independently of volume size; baseline 3,000 IOPS and 125 MiB/s included; gp2 performance scales with size at 3 IOPS per GiB",2026-09-21,check-B4.6,
aws-d4-pat-storage-auto-scaling,pattern,new,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/ServiceQuotas.html,'There is no practical limit on a table's size. Tables are unconstrained in terms of the number of items or the number of bytes.',2026-09-21,check-B4.6,
aws-d4-pat-storage-auto-scaling,pattern,new,https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html,"EFS is serverless, fully elastic, growing and shrinking automatically as you add and remove files; no provisioning of capacity",2026-09-21,check-B4.6,
aws-d4-pat-ec2-hibernation,pattern,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Hibernate.html,Hibernation saves RAM to EBS root volume; not charged for instance usage while stopped (hibernated); charged for EBS storage including RAM contents; pre-warm use case for long-bootstrap apps,2026-09-21,check-B4.6,"A: added ""(an Auto Scaling warm pool can hibernate its own instances)"" so the ASG restriction is not read as ""no hibernation with Auto Scaling""; trimmed wording to hold 120 words"
aws-d4-pat-ec2-hibernation,pattern,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/hibernating-prerequisites.html,"Enable at launch for On-Demand or Spot; cannot enable on an existing instance; Linux RAM must be less than 150 GiB, Windows <= 16 GiB; root volume must be EBS, encrypted, large enough to store RAM; Spot request must be persistent",2026-09-21,check-B4.6,"A: added ""(an Auto Scaling warm pool can hibernate its own instances)"" so the ASG restriction is not read as ""no hibernation with Auto Scaling""; trimmed wording to hold 120 words"
aws-d4-pat-ec2-hibernation,pattern,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/instance-hibernate-overview.html,Not supported hibernated more than 60 days; instance store data lost; public IPv4 released and new one assigned on start; Elastic IP retained and charged; cannot hibernate an instance in an Auto Scaling group or used by ECS,2026-09-21,check-B4.6,"A: added ""(an Auto Scaling warm pool can hibernate its own instances)"" so the ASG restriction is not read as ""no hibernation with Auto Scaling""; trimmed wording to hold 120 words"
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,new,https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/Aurora.Overview.StorageReliability.html,"Aurora Standard = pay per 1 million I/O requests on top of usage/storage, best when I/O < 25 percent of spend; I/O-Optimized = no I/O charges, best when I/O >= 25 percent of spend; switch Standard -> I/O-Optimized once every 30 days; switch I/O-Optimized -> Standard at any time",2026-09-21,check-B4.6,"A: Dedicated Hosts aside now says ""Microsoft licences bought before October 2019"" (aws.amazon.com/windows/resources/licensing: non-SA licences allowed on Dedicated Hosts only if purchased before 1 Oct 2019); dropped ""For the commercial engine,"" to hold 120 words"
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,new,https://aws.amazon.com/rds/aurora/pricing/,Standard I/O $0.20 per 1 million I/Os; I/O-Optimized $0 for I/O; instance about 30 percent higher (db.r6i.large $0.29 Standard vs $0.377 I/O-Optimized per hour); storage $0.10 vs $0.225 per GB-month (US East); save up to 40 percent when I/O exceeds 25 percent of spend,2026-09-21,check-B4.6,"A: Dedicated Hosts aside now says ""Microsoft licences bought before October 2019"" (aws.amazon.com/windows/resources/licensing: non-SA licences allowed on Dedicated Hosts only if purchased before 1 Oct 2019); dropped ""For the commercial engine,"" to hold 120 words"
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Oracle.Concepts.Licensing.html,RDS for Oracle: License Included only for SE2 (AWS holds the licence); BYOL for EE and SE2 requires your own Oracle licence with Software Update License and Support; BYOL Multi-AZ needs licences for primary and standby,2026-09-21,check-B4.6,"A: Dedicated Hosts aside now says ""Microsoft licences bought before October 2019"" (aws.amazon.com/windows/resources/licensing: non-SA licences allowed on Dedicated Hosts only if purchased before 1 Oct 2019); dropped ""For the commercial engine,"" to hold 120 words"
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,new,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/SQLServer.Concepts.General.Licensing.html,"RDS for SQL Server: License Included (Enterprise, Standard, Web, Express) includes the SQL Server licence in RDS pricing; Bring Your Own Media requires a valid licence with active Software Assurance and License Mobility rights",2026-09-21,check-B4.6,"A: Dedicated Hosts aside now says ""Microsoft licences bought before October 2019"" (aws.amazon.com/windows/resources/licensing: non-SA licences allowed on Dedicated Hosts only if purchased before 1 Oct 2019); dropped ""For the commercial engine,"" to hold 120 words"
aws-d4-pat-aurora-io-optimized-and-licensing,pattern,new,https://aws.amazon.com/windows/resources/licensing/,"Dedicated Hosts make it possible to bring Microsoft software licences that do not have Software Assurance or License Mobility benefits, as long as the licences were purchased prior to October 1, 2019 (or added as a true-up under an Enterprise Enrollment effective before that date)",2026-09-21,check-B4.6,"A: Dedicated Hosts aside now says ""Microsoft licences bought before October 2019"" (aws.amazon.com/windows/resources/licensing: non-SA licences allowed on Dedicated Hosts only if purchased before 1 Oct 2019); dropped ""For the commercial engine,"" to hold 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-limits.html,"Maximum bandwidth per standard VPN tunnel up to 1.25 Gbps (140,000 PPS); large bandwidth tunnel up to 5 Gbps (400,000 PPS); on a transit gateway ECMP aggregates multiple VPN tunnels and requires dynamic routing (not static)",2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://aws.amazon.com/vpn/faqs/,'Multiple VPN connections to the same Virtual Private Gateway are bound by an aggregate throughput limit from AWS to on-premises of up to 1.25 Gbps'; use Transit Gateway for higher throughput (ECMP),2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://aws.amazon.com/vpn/pricing/,Site-to-Site VPN connection $0.05 per hour (US East Ohio); 30 days x 24 h x $0.05 = $36.00 per month in connection fees; 5 Gbps Large Bandwidth Tunnel connection $0.60 per hour (about $432 per month),2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://docs.aws.amazon.com/directconnect/latest/UserGuide/dedicated_connection.html,"Dedicated connection port speeds 1 Gbps, 10 Gbps, 100 Gbps, 400 Gbps; port speed cannot be changed after creation; dedicated connections can be added to a LAG to treat multiple connections as one",2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://docs.aws.amazon.com/directconnect/latest/UserGuide/hosted_connection.html,"Hosted connection speeds 50, 100, 200, 300, 400, 500 Mbps and 1, 2, 5, 10, 25 Gbps via an AWS Direct Connect Partner; AWS uses traffic policing on hosted connections (excess dropped, bursty traffic gets lower throughput)",2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
aws-d4-pat-ec2-hibernation,pattern,new,https://docs.aws.amazon.com/autoscaling/ec2/userguide/ec2-auto-scaling-warm-pools.html,"Warm pool instances can be kept Stopped, Running or Hibernated; Hibernated state saves RAM to the EBS root volume and bills only EBS volumes (including RAM contents) and attached Elastic IPs; instances must meet the EC2 hibernation prerequisites",2026-09-21,check-B4.6,"A: added ""(an Auto Scaling warm pool can hibernate its own instances)"" so the ASG restriction is not read as ""no hibernation with Auto Scaling""; trimmed wording to hold 120 words"
aws-d4-pat-vpn-bandwidth-ecmp-dx-speed,pattern,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/VPNTunnels.html,"Tunnel bandwidth options: standard up to 1.25 Gbps per tunnel (default), Large Bandwidth Tunnel up to 5 Gbps per tunnel; LBT available only for VPN connections attached to Transit Gateway or Cloud WAN, not virtual private gateway; both tunnels of a connection must use the same bandwidth; Accelerated VPN not supported; beyond 5 Gbps use ECMP across multiple connections (two LBT connections = ECMP across all four tunnels = 20 Gbps)",2026-09-21,check-B4.6,"A: added the 5 Gbps Large Bandwidth Tunnel ($0.60/h, Transit Gateway/Cloud WAN only) as the pricier alternative to ECMP so ""1.25 Gbps per tunnel"" is not taught as an absolute; ""dynamic (BGP)"" -> ""BGP""; ECMP wording now says it aggregates every tunnel (two per connection); trimmed to 120 words"
