uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-firewall-manager-enforce-waf-org-mcq-30,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/fms-chapter.html | https://docs.aws.amazon.com/waf/latest/developerguide/fms-prereq.html,"Firewall Manager manages AWS WAF, Shield Advanced, VPC security groups and NACLs, Network Firewall and Route 53 Resolver DNS Firewall across accounts; set protections once and the service automatically applies them across accounts and resources as new ones are added; prerequisites: AWS Organizations, a Firewall Manager administrator account, AWS Config enabled",2026-09-21,check-B4.1,
aws-isolation-account-vs-vpc-vs-subnet-mcq-24,mcq,new,https://docs.aws.amazon.com/whitepapers/latest/organizing-your-aws-environment/benefits-of-using-multiple-aws-accounts.html | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,"Accounts establish security, access and billing boundaries that limit scope of impact; an account is the default means by which AWS costs are allocated; service quotas and API rate limits are per account; distinct security controls by environment via separate accounts; SCPs apply to member accounts and can be attached at OU level",2026-09-21,check-B4.1,"WHY d: removed 'account-level quotas apply in both Regions' (most service quotas are per Region); now IAM principals, SCP scope and one bill are shared across Regions"
aws-nacl-ephemeral-ports-timeout-mcq-21,mcq,new,https://docs.aws.amazon.com/vpc/latest/userguide/custom-network-acl.html#nacl-ephemeral-ports | https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,"Network ACLs are stateless (responses to allowed inbound traffic are not automatically allowed); custom NACL page: 'For every rule that you add, there must be an inbound or outbound rule that allows response traffic'; client chooses the ephemeral range: many Linux kernels (incl. Amazon Linux) 32768-61000, Elastic Load Balancing 1024-65535, Windows Server through 2003 1025-5000, Windows Server 2008 and later 49152-65535, NAT gateway 1024-65535, Lambda 1024-65535; 'to cover the different types of clients ... you can open ephemeral ports 1024-65535'; example rules use inbound 443 plus outbound ephemeral",2026-09-21,check-B4.1,"source_url replaced: nacl-ephemeral-ports.html does not exist (redirects to the VPC guide landing page); the section lives at custom-network-acl.html#nacl-ephemeral-ports. A: 'AWS recommends 1024-65535 because it covers Windows, Linux and macOS clients' -> actual doc ranges (Linux 32768-61000, Windows Server 2008+ 49152-65535, ELB/NAT gateway/Lambda 1024-65535); the earlier fact_checked OS ranges (incl. macOS) were not on the page"
aws-s3-lock-to-vpc-endpoint-mcq-14,mcq,new,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-s3.html | https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html,"Gateway endpoints do not use AWS PrivateLink; access via route table prefix-list route and endpoint policy; security groups apply to the instances (must allow S3 prefix list), not to the endpoint; no NAT or internet gateway required; aws:SourceIp cannot be used in identity or bucket policies for requests traversing a VPC endpoint (use aws:VpcSourceIp); bucket policy example Deny with StringNotEquals aws:sourceVpce; endpoint policy example restricting Resource to a specific bucket; default quota 20 gateway endpoints per Region",2026-09-21,check-B4.1,
aws-shield-advanced-justification-mcq-27,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/ddos-overview.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary-capabilities.html | https://aws.amazon.com/shield/pricing/,"Shield Standard automatic and at no extra charge; Shield Advanced: SRT contactable at any time during an attack (requires Business or Enterprise Support), cost protection as service credits, enhanced real-time metrics and reports, automatic application layer (L7) DDoS mitigation, Firewall Manager rollout; subscription covers standard AWS WAF costs for protected resources (up to 1,500 WCUs); pricing: 1-year commitment, 3,000 USD per month plus data transfer out fees",2026-09-21,check-B4.1,
aws-vpn-customer-gateway-redundancy-mcq-32,mcq,new,https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-redundant-connection.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/how_it_works.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-limits.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/accelerated-vpn.html,"Each Site-to-Site VPN connection offers two tunnels; redundancy against customer gateway device failure = second customer gateway + second VPN connection to the same virtual private gateway, both advertising the same prefixes via BGP; you can attach one virtual private gateway to a VPC at a time; quotas: 5 VGWs per Region, 50 customer gateways per Region, 10 VPN connections per VGW; Accelerated VPN counted separately (10 per Region); 'Acceleration is only supported for Site-to-Site VPN connections that are attached to a transit gateway. Virtual private gateways do not support accelerated VPN connections.'",2026-09-21,check-B4.1,"WHY d: added that acceleration is only supported on transit gateway attachments, not the virtual private gateway in the stem"
aws-waf-cannot-attach-nlb-mcq-29,mcq,new,https://docs.aws.amazon.com/waf/latest/developerguide/web-acl-associating-aws-resource.html | https://docs.aws.amazon.com/waf/latest/developerguide/how-aws-waf-works.html | https://docs.aws.amazon.com/waf/latest/developerguide/ddos-advanced-summary-capabilities.html,"Web ACL associable resources: API Gateway REST API, Application Load Balancer, AppSync GraphQL API, Cognito user pool, App Runner service, Bedrock AgentCore Gateway, Verified Access instance, Amplify (regional) and CloudFront distribution (global); Network Load Balancer is not listed; each resource can have only one web ACL; WAF inspects HTTP(S) web requests; Shield Advanced adds L7 DDoS mitigation and SRT, not injection inspection",2026-09-21,check-B4.1,
aws-continuous-compliance-org-mcq-35,mcq,new,https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-standards-cis.html | https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-prereq-config.html,"Security Hub CSPM supports CIS AWS Foundations Benchmark v5.0.0, 3.0.0, 1.4.0 and 1.2.0; recommends central configuration to enable across accounts in an organization; controls run as service-linked AWS Config rules; Config must be enabled in each Region for the administrator and all member accounts; IAM.3 keys rotated every 90 days, IAM.5 MFA for console users",2026-09-21,check-B4.1,A: 'every control runs as a service-linked AWS Config rule' -> 'most controls run as service-linked AWS Config rules' (Security Hub prereq page: Config rules generate findings 'for most controls')
aws-share-encrypted-ami-cross-account-mcq-38,mcq,new,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/sharingamis-explicit.html | https://docs.aws.amazon.com/ebs/latest/userguide/ebs-modifying-snapshot-permissions.html | https://docs.aws.amazon.com/ebs/latest/userguide/share-kms-key.html,"You cannot share AMIs backed by snapshots encrypted with the default AWS managed key; snapshots must be encrypted with a customer managed key; you must allow the other accounts to use the KMS keys; you do not need to share the snapshots themselves to share the AMI; only unencrypted snapshots can be shared publicly; key permissions required: kms:DescribeKey, kms:CreateGrant, kms:GenerateDataKey, kms:GenerateDataKeyWithoutPlaintext, kms:ReEncrypt, kms:Decrypt; scope CreateGrant with kms:GrantIsForAWSResource",2026-09-21,check-B4.1,
aws-stale-credentials-audit-mcq-03,mcq,new,https://docs.aws.amazon.com/config/latest/developerguide/access-keys-rotated.html | https://docs.aws.amazon.com/config/latest/developerguide/iam-user-mfa-enabled.html | https://docs.aws.amazon.com/config/latest/developerguide/aggregate-data.html | https://docs.aws.amazon.com/config/latest/developerguide/config-rule-multi-account-deployment.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,"access-keys-rotated: maxAccessKeyAge default 90 days, periodic, AWS::IAM::User, excludes root keys; iam-user-mfa-enabled: periodic, AWS::IAM::User; aggregator collects config and compliance data from an Organizations source, read-only view, cannot deploy rules; organization Config rules deploy to all accounts and to new accounts that join, not modifiable by member accounts; credential report is per account, at most once every four hours, CSV download",2026-09-21,check-B4.1,
