uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-vpc-peering-vs-transit-gateway,pattern,partial,https://docs.aws.amazon.com/vpc/latest/userguide/RouteTables.html | https://docs.aws.amazon.com/vpc/latest/userguide/route-tables-priority.html | https://docs.aws.amazon.com/vpc/latest/userguide/configure-subnets.html | https://docs.aws.amazon.com/vpc/latest/userguide/vpc-peering.html,backlog row aws-route-tables-pattern (absorbs aws-vpc-routing-pattern). Verified: main route table controls subnets not explicitly associated; every subnet is associated with one route table; local route is the default in-VPC route; propagation adds VPN routes automatically when enabled on a virtual private gateway; longest prefix match wins; static route takes priority over a propagated route with an identical destination. Peering non-transitive / non-overlapping CIDR / routes on both sides retained from live card (Amazon VPC Peering Guide).,2026-09-21,check-B3a,"verified against source_url, no change"
aws-cloudtrail-vs-config-vs-cloudwatch,service,partial,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-user-guide.html,"backlog row aws-cloudtrail-service. Verified: Event history = 90 days of management events per Region, no charge; trails deliver to S3 with optional CloudWatch Logs/EventBridge, one copy of ongoing management events free; organization trails via Organizations; Insights events optional; CloudTrail Lake event data stores retain up to 3,653 days (about 10 years) on the one-year extendable option; log file integrity validation retained from live card. Data events cost extra (CloudTrail pricing page). Difficulty d2->d1 per row.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-kms-key-rotation-and-multi-region,service,partial,https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html | https://docs.aws.amazon.com/kms/latest/developerguide/key-policies.html | https://docs.aws.amazon.com/kms/latest/developerguide/grants.html | https://docs.aws.amazon.com/kms/latest/APIReference/API_Encrypt.html | https://docs.aws.amazon.com/kms/latest/developerguide/deleting-keys.html | https://aws.amazon.com/kms/pricing/,"backlog row aws-kms-service. Verified: customer managed vs AWS managed (aws/<service>, rotated annually, cannot share resources across accounts, no monthly fee) vs AWS owned (no charge, not viewable); customer managed key $1/month prorated hourly, $0.03 per 10,000 requests, 20,000 free requests/month; every key has exactly one key policy, IAM policies cannot allow unless the key policy permits, key policies are Regional; grants allow-only, used by AWS services for temporary permissions; Encrypt plaintext max 4,096 bytes for SYMMETRIC_DEFAULT; deletion waiting period 7-30 days, default 30; rotation default 365 days and multi-Region key facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-iam-access-analyzer-credential-report,concept,partial,https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction_attribute-based-access-control.html | https://docs.aws.amazon.com/lake-formation/latest/dg/what-is-lake-formation.html | https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-user-guide.html,"backlog row aws-data-access-governance-concept. Verified: S3 Block Public Access four settings (BlockPublicAcls, IgnorePublicAcls, BlockPublicPolicy, RestrictPublicBuckets), applicable at access point/bucket/account/organization level, most restrictive wins, AWS recommends all four on; ABAC uses principal/resource tags; Lake Formation grants at database/table/column/row/cell level enforced by Athena, Redshift Spectrum, EMR, Glue; CloudTrail data events log object-level activity. Access Analyzer and credential report facts retained from live card. Difficulty d1->d2 per row.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-backup-service,concept,partial,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithAutomatedBackups.BackupRetention.html | https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/PointInTimeRecovery.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lock.html | https://docs.aws.amazon.com/aws-backup/latest/devguide/vault-lock.html,"backlog row aws-data-recovery-concept. Verified: RDS backup retention 0-35 days (0 disables; Multi-AZ cluster 1-35); DynamoDB PITR recovery window up to 35 days, restore creates a new table; AWS Backup plan/vault/cross-Region copy/Organizations/Vault Lock facts retained from live card. Difficulty d1->d2 per row.",2026-09-21,check-B3a,"A: 'even root cannot undo after the grace period' applied to both locks; only AWS Backup Vault Lock compliance mode has a grace time (>= 72 hours, aws-backup vault-lock.html), S3 Object Lock compliance mode has none. Rewritten so the trigger phrase maps to each lock correctly; duplicate sentence merged (116 words)."
aws-s3-object-lock-worm,concept,partial,https://docs.aws.amazon.com/amazonglacier/latest/dev/vault-lock.html | https://docs.aws.amazon.com/AmazonCloudWatchLogs/latest/APIReference/API_PutRetentionPolicy.html | https://docs.aws.amazon.com/AmazonCloudWatch/latest/logs/Working-with-log-groups-and-streams.html | https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html,"backlog row aws-data-retention-classification-concept. Verified: Glacier Vault Lock policy locks WORM/retention controls and cannot be changed once locked (24-hour in-progress window); CloudWatch Logs retention default never expire, retentionInDays values 1 through 3653; Macie classification via managed/custom data identifiers. Object Lock compliance/governance/legal hold facts retained from live card; the governance-override IAM action name was paraphrased to avoid a prohibited word.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-kms-envelope-encryption,concept,partial,https://docs.aws.amazon.com/kms/latest/developerguide/data-keys.html | https://docs.aws.amazon.com/kms/latest/developerguide/concepts.html | https://docs.aws.amazon.com/kms/latest/APIReference/API_Encrypt.html | https://aws.amazon.com/cloudhsm/faqs/,"backlog row aws-encryption-key-management-concept. Verified: GenerateDataKey returns plaintext + encrypted data key, KMS never stores data keys, Decrypt unwraps; Encrypt max 4,096 bytes; AWS owned free/invisible, AWS managed rotated yearly with no policy control, customer managed full control incl. cross-account; CloudHSM single-tenant, FIPS 140-3 Level 3 (hsm2m.medium) / FIPS 140-2 Level 3. Difficulty d3->d2 and USAGE added per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-lambda-event-source-mappings-sqs-batching,mcq,partial,https://docs.aws.amazon.com/lambda/latest/dg/with-sqs.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-errorhandling.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-parameters.html | https://docs.aws.amazon.com/lambda/latest/dg/services-sqs-scaling.html | https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/sqs-dead-letter-queues.html,"backlog row aws-lambda-sqs-batch-partial-failure-mcq-10; live Q/A card converted to MCQ under the same uid (qualifier bucket most-performant rendered as MOST efficient). Verified: by default a batch error makes all messages visible again after the visibility timeout; ReportBatchItemFailures in FunctionResponseTypes returns batchItemFailures with itemIdentifier message IDs; throwing an exception fails the whole batch; BatchSize default 10, max 10,000 standard / 10 FIFO; batch window up to 5 minutes (300 s); invocation payload quota 6 MB; at-least-once delivery, idempotency recommended; SQS redrive policy maxReceiveCount moves a message to the DLQ after that many receives; scaling starts at five concurrent invocations, +300/minute.",2026-09-21,check-B3a,"WHY on the DLQ distractor: 'each of those receives reprocesses the nine good messages' implied the same batch is re-polled; reworded to 'every batch it lands in fails whole, so its companions are reprocessed' (batches regroup on each poll). Verified maxReceiveCount semantics (sqs-dead-letter-queues.html) and whole-batch failure default (services-sqs-errorhandling.html). All other numbers (10,000/10 batch size, 300 s window, 6 MB payload) re-verified."
aws-api-gateway-caching-and-throttling,concept,partial,https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-limits.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/canary-release.html | https://docs.aws.amazon.com/apigateway/latest/developerguide/how-to-specify-certificate-for-custom-domain-name.html,"backlog row aws-api-management-lifecycle. Verified: account-level throttle 10,000 requests per second with 5,000 burst per Region; integration timeout 50 ms-29 s default, raisable for Regional/private REST APIs; cache TTL max 3,600 s; canary release = percentTraffic on a stage's canarySettings with stage variable overrides, promote when satisfied; ACM certificate must be in us-east-1 for edge-optimized custom domains and in the API's Region for Regional ones. Cache/usage plan facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-global-accelerator-vs-cloudfront,concept,partial,https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html | https://aws.amazon.com/cloudfront/features/,"backlog row aws-edge-accelerator-offload (written from the origin-offload / when-neither angle to stay distinct from aws-edge-networking-cloudfront-vs-ga). Verified: Global Accelerator provides two static anycast IPv4 addresses that persist while the accelerator exists and are lost on delete; endpoints NLB, ALB, EC2, Elastic IP across Regions; routes over the AWS global network; CloudFront 750+ points of presence. TCP/UDP listeners and no-cache facts retained from live card.",2026-09-21,check-B3a,"verified against source_url, no change"
aws-sqs-sns-eventbridge-choice,concept,partial,https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-rule-retry-policy.html | https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-rule-dlq.html | https://docs.aws.amazon.com/lambda/latest/dg/with-sqs.html,"backlog row aws-event-driven-architecture. Verified: EventBridge retries delivery for 24 hours and up to 185 times with exponential backoff and jitter, then drops the event; DLQ (standard SQS queue) receives undelivered events; event source mappings and standard queues deliver at least once, consumers should be idempotent. Self-referential USAGE replaced per backlog section 3.",2026-09-21,check-B3a,"verified against source_url, no change"
