uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-distributed-design-patterns,concept,new,https://docs.aws.amazon.com/sdkref/latest/guide/feature-retry-behavior.html | https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/using-messagededuplicationid-property.html | https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_fault_isolation_use_bulkhead.html,"SDK standard mode: exponential backoff with full jitter, delay = random(0,1) x min(20,000 ms, base_delay x 2^retry), cap 20 seconds, max attempts 3, retry quota token bucket of 500 tokens stops retries when failures are widespread; SQS FIFO MessageDeduplicationId 5-minute deduplication window; REL10-BP03 bulkhead/cell-based architecture limits scope of impact, cells partitioned by key",2026-09-21,check-B4.5,"verified SDK formula delay = random(0,1) x min(20,000 ms, base_delay x 2^retry), cap 20 s, quota 500 tokens; FIX: quota 'stops retrying when most requests are failing' -> 'when failures are widespread' (doc: drains above ~22% sustained transient failures); SQS FIFO 5-minute window and REL10-BP03 verified"
aws-route-tables-ha-angle,concept,new,https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateway-basics.html | https://docs.aws.amazon.com/vpc/latest/userguide/subnet-route-tables.html | https://docs.aws.amazon.com/vpc/latest/userguide/nat-gateways-regional.html | https://docs.aws.amazon.com/vpc/latest/userguide/WorkWithRouteTables.html,"'Each NAT gateway is created in a specific Availability Zone ... If you have resources in multiple Availability Zones and they share one NAT gateway, and if the NAT gateway's Availability Zone is down, resources in the other Availability Zones lose internet access ... create a NAT gateway in each Availability Zone, and configure your routing to ensure that resources use the NAT gateway in the same Availability Zone'; each subnet associated with exactly one route table (main by default); local route added by default to all route tables; longest prefix match; regional NAT gateway expands across AZs automatically, no public subnet required",2026-09-21,check-B4.5,"verified NAT gateway zonal statement, one NAT gateway per AZ, one route table per subnet (main by default), local route default, longest prefix match, regional NAT gateway auto-expands with no public subnet; ADDED must_teach item: virtual private gateway route propagation (URL added); first two sentences tightened to stay within 120 words"
aws-quick-service-card,service,new,https://aws.amazon.com/quick/quicksight/pricing/ | https://docs.aws.amazon.com/quicksight/latest/user/supported-data-sources.html,"Product now named Amazon Quick Sight, the BI capability of Amazon Quick; Author $24 per user/month, Reader $3 per user/month, 10 GB SPICE per author included, extra SPICE $0.38 per GB/month, capacity pricing 500 sessions for $250/month; positioned as serverless; supported sources include Athena, Aurora, Redshift, Redshift Spectrum, S3, OpenSearch Service, RDS engines (MySQL/PostgreSQL/SQL Server/Oracle/MariaDB), Timestream",2026-09-21,check-B4.5,"verified Amazon Quick Sight naming, serverless, Author $24 / Reader $3 per user-month, 10 GB SPICE per author, $0.38 per extra GB, capacity 500 sessions $250/month, sources Athena/Aurora/Redshift/RDS engines/S3/OpenSearch; no card text change"
aws-data-ingestion-patterns-frequency,concept,new,https://docs.aws.amazon.com/firehose/latest/APIReference/API_BufferingHints.html | https://aws.amazon.com/datasync/pricing/,"Firehose BufferingHints IntervalInSeconds min 0 max 900 default 300; SizeInMBs min 1 max 128 default 5; DataSync per-GB pricing confirms it is a bulk transfer service (Basic $0.0125/GB); Kinesis Data Streams sub-second, replay and multiple consumers already verified on live card aws-kinesis-data-streams-vs-firehose",2026-09-21,check-B4.5,"verified BufferingHints IntervalInSeconds 0-900 default 300, SizeInMBs 1-128 default 5 (card says 0-900 s, correct vs backlog 60-900), DataSync $0.0125/GB Basic; no card text change"
aws-secure-ingestion-access-points,concept,new,https://docs.aws.amazon.com/streams/latest/dev/vpc.html | https://docs.aws.amazon.com/firehose/latest/dev/vpc.html | https://docs.aws.amazon.com/transfer/latest/userguide/create-server-in-vpc.html | https://docs.aws.amazon.com/lake-formation/latest/dg/what-is-lake-formation.html,"Kinesis Data Streams interface VPC endpoints (PrivateLink) keep traffic off the internet, endpoint policies and IAM aws:sourceVpce condition restrict a stream to one endpoint; Firehose interface VPC endpoint com.amazonaws.region.kinesis-firehose needs no internet or NAT gateway; Transfer Family VPC hosted endpoint internal or internet-facing with Elastic IPs and security groups for source IP control (only SFTP and FTPS internet-facing); Lake Formation enforces column, row and cell-level permissions across Athena, Quick, Redshift Spectrum, EMR, Glue",2026-09-21,check-B4.5,"verified Kinesis interface endpoints need no IGW/NAT, IAM Deny with aws:sourceVpce condition, Firehose endpoint com.amazonaws.region.kinesis-firehose, Transfer Family VPC hosted internal or internet-facing with Elastic IPs and security groups (SFTP/FTPS only internet-facing), Lake Formation column/row/cell across Athena, Quick, Redshift Spectrum, EMR, Glue; no card text change"
aws-d4-cost-features-storage-tags-billing,concept,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/activating-tags.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-allocation-backfill.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/useconsolidatedbilling-effective.html | https://docs.aws.amazon.com/AmazonS3/latest/userguide/storage_lens.html,"Tag keys take up to 24 hours to appear and up to 24 hours to activate; only the management account (or standalone accounts) has the cost allocation tags manager; backfill of up to twelve months available to management account and only for tags historically present on the resource; consolidated billing combines usage from all accounts to determine volume pricing tiers (S3 and Data Transfer named), worked example 8 TB + 4 TB reaching the next tier; Storage Lens gives organization-wide storage metrics by storage class with cost-optimization recommendations",2026-09-21,check-B4.5,"verified only management account has cost allocation tags manager, up to 24 h to appear + 24 h to activate, backfill up to twelve months only for tags historically on the resource, consolidated billing combines usage for volume tiers (S3, Data Transfer named); no card text change"
aws-d4-hybrid-storage-options,concept,new,https://aws.amazon.com/storagegateway/pricing/ | https://aws.amazon.com/about-aws/whats-new/2016/11/aws-storage-gateway-price-reductions/ | https://aws.amazon.com/datasync/pricing/ | https://aws.amazon.com/aws-transfer-family/pricing/ | https://aws.amazon.com/storagegateway/faqs/,"Storage Gateway $0.01 per GB written up to a maximum of $125.00 per gateway per month, first 100 GB per account free; DataSync Basic mode $0.0125/GB, Enhanced mode $0.015/GB plus $0.55 per task execution; Transfer Family $0.30 per hour per enabled protocol (SFTP/FTPS/FTP/AS2) and $0.04 per GB uploaded/downloaded; S3 File Gateway exposes NFS/SMB with local cache, Volume Gateway iSCSI cached/stored, Tape Gateway VTL",2026-09-21,check-B4.5,"verified Storage Gateway $0.01/GB written (pricing JSON UploadedBytes Tier 1) capped $125/gateway/month, DataSync Basic $0.0125/GB, Transfer Family $0.30/h per protocol + $0.04/GB; FIX: AS2 was listed under the $0.04/GB rate but AS2 bills per message ($0.01/message first 100,000) -> 'SFTP, FTPS or FTP endpoint ... (AS2 bills per message instead)'; closing sentence and DataSync clause tightened to 120 words"
aws-d4-storage-types-object-file-block,concept,new,https://aws.amazon.com/ebs/pricing/ | https://aws.amazon.com/efs/pricing/ | https://aws.amazon.com/s3/pricing/ | https://aws.amazon.com/fsx/windows/pricing/,"EBS charged by the amount of GB you provision per month, gp3 $0.08 per GB-month US East with 3,000 IOPS and 125 MB/s included; EFS pay only for storage you use, no minimum fee; S3 Standard first 50 TB $0.023 per GB-month US East with lower tiers above, PUT/COPY/POST $0.005 per 1,000 requests, GET $0.0004 per 1,000",2026-09-21,check-B4.5,"verified EBS charged per provisioned GB, gp3 $0.08/GB-month us-east-1, EFS pay only for storage used, S3 Standard $0.023/GB first 50 TB, PUT $0.005/1,000, GET $0.0004/1,000; FSx billed per provisioned GB-month (URL added); no card text change"
aws-d4-cost-features-compute-tags-sharing,concept,new,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ri-behavior.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ri-turn-off.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidatedbilling-other.html | https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/cost-alloc-tags.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/concepts-reserved-instances-application.html,Consolidated billing treats all accounts as one so all accounts receive the hourly cost benefit of RIs purchased by any account; commitments benefit the owner account first then other accounts; management account can deactivate sharing per account or use Prioritized/Restricted group sharing via Cost Categories; RIs and Savings Plans cannot be shared across multiple AWS Organizations; EC2 RI example: other account benefits only if it launches in the same Availability Zone as the zonal RI; AWS-generated aws:createdBy tag must be activated separately from user-defined tags,2026-09-21,check-B4.5,"verified consolidated billing shares RI/SP hourly benefit, owner account first then others, management account deactivates per account, Prioritized/Restricted groups via Cost Categories, no sharing across Organizations, zonal RI benefit only in same AZ name; 'capacity reservation stays with the purchaser' confirmed on EC2 RI billing page (URL added); aws:createdBy activated separately; no card text change"
aws-d4-cost-tools-compute-angle,concept,new,https://docs.aws.amazon.com/cost-management/latest/userguide/sp-recommendations.html | https://docs.aws.amazon.com/cost-management/latest/userguide/budgets-managing-costs.html | https://docs.aws.amazon.com/cost-management/latest/userguide/ce-rightsizing.html | https://docs.aws.amazon.com/cost-management/latest/userguide/cost-optimization-hub.html | https://aws.amazon.com/premiumsupport/plans/ | https://docs.aws.amazon.com/savingsplans/latest/userguide/sp-rec-calculations.html | https://docs.aws.amazon.com/cur/latest/userguide/amortized-reservation.html,"Savings Plans recommendations based on past 7, 30 or 60 days of On-Demand usage; Budgets types include RI/Savings Plans utilization and coverage budgets, example alert when utilization drops below 80 percent for a day, notifications via email or SNS; Cost Explorer rightsizing recommendations identify idle/underutilized EC2 instances (AWS now recommends Cost Optimization Hub, which consolidates rightsizing, idle resource, Savings Plans and RI recommendations across accounts and Regions, rightsizing supplied by Compute Optimizer); Trusted Advisor full set of checks on Business Support+, Enterprise Support and Unified Operations; Basic gets core checks only",2026-09-21,check-B4.5,"verified lookback 7/30/60 days on On-Demand usage (Savings Plans guide URL added), Budgets RI/SP utilization and coverage budgets with 80 percent example via email/SNS, Cost Explorer rightsizing (idle/underutilized, points to Cost Optimization Hub), Hub consolidates rightsizing/idle/SP/RI across accounts and Regions with rightsizing from Compute Optimizer, CUR amortized reservation columns (URL added), Trusted Advisor full checks on Business Support+ and above, Basic core checks; no card text change"
