uid,kind,status,source_url,fact_checked,verified_at,checked_by,changes
aws-aurora-serverless-v2,pattern,partial,https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-serverless-v2.how-it-works.html | https://docs.aws.amazon.com/redshift/latest/mgmt/serverless-capacity.html | https://docs.aws.amazon.com/neptune/latest/userguide/neptune-serverless-capacity-scaling.html | https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/on-demand-capacity-mode.html,"backlog row aws-serverless-database-pattern (3.3), difficulty 2->1 per row. ACU ~2 GiB memory; capacity 0-256 ACUs on recent versions (0.5-128 / 0.5-256 on older); scaling in increments as small as 0.5 ACU; scaling doesn't wait for a quiet point; up to 15 serverless readers across 3 AZs; works with Global Database; scale-to-zero auto-pause on recent versions. Redshift Serverless: 1 RPU = 16 GB memory, base capacity 4-512 RPU (1024 in some Regions). Neptune Serverless: NCU = 2 GiB memory, min 1.0, max 128.0 NCUs.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-elb-cross-zone-and-sticky-sessions,mcq,partial,https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/how-elastic-load-balancing-works.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/network/edit-target-group-attributes.html | https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html,"backlog row aws-cross-zone-imbalance-mcq-30 (3.4), qualifier least-change -> 'LEAST amount of change'. Cross-zone LB: ALB always enabled at LB level; NLB and GWLB disabled by default; worked example 2 vs 8 targets: disabled = 25% each in zone A and 6.25% each in zone B, enabled = 10% each. Enabling cross-zone on NLB incurs EC2 data transfer charges. NLB sticky sessions: clients behind the same NAT share a source IP and hit the same target; stickiness may reset when target health changes or targets register/deregister. Global Accelerator routes to endpoints across Regions.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-cloudfront-lambda-edge-vs-functions,mcq,partial,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/edge-functions-choosing.html,"backlog row aws-edge-compute-placement-mcq-27 (3.4), choose-two (no QUALIFIER line; count derived from stars). CloudFront Functions: JavaScript, viewer request/response only, up to millions of requests per second, submillisecond duration, no network/file system/request body access. Lambda@Edge: Node.js/Python, all four events, up to 10,000 requests per second per Region, up to 30 seconds (viewer and origin events), network access yes. Stem shortened to 250 chars per backlog section 3.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-route53-routing-policies,mcq+pattern,partial,https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-policy.html | https://aws.amazon.com/global-accelerator/faqs/ | https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-global-database.html | https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/GlobalTables.html | https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/routing-policy-geo.html,"backlog rows aws-global-low-latency-topology-mcq-23 (qualifier most-performant -> 'LOWEST latency', d3) + aws-global-topology-pattern (3.4). Route 53: latency routing = resources in multiple Regions, route to Region with best latency; geolocation = based on location of users; geoproximity = location of resources; weighted = proportions you specify; multivalue = up to eight healthy records. Global Accelerator: proxies TCP/UDP at the edge, static IPs, CloudFront handles HTTP caching. Aurora Global Database (<1 s lag) and DynamoDB global tables (multi-active) for data.",2026-09-21,check-B3d,No text change. Added routing-policy-geo URL as the source for the USAGE 'no answer' default-record claim (was unsourced).
aws-vpc-peering-vs-transit-gateway,mcq+pattern,partial,https://docs.aws.amazon.com/vpc/latest/tgw/what-is-transit-gateway.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/Welcome.html | https://docs.aws.amazon.com/whitepapers/latest/building-scalable-secure-multi-vpc-network-infrastructure/aws-privatelink.html | https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-limits.html,"backlog rows aws-hybrid-hub-topology-mcq-24 (qualifier least-ops -> 'LEAST operational overhead', d2) + aws-hybrid-topology-pattern (3.4). Transit Gateway attachments: VPCs, Direct Connect gateway, peering with another transit gateway, VPN; route tables per attachment; billed hourly per attachment plus data processed. Direct Connect transit virtual interface connects Direct Connect gateways to transit gateways; a private VIF reaches a single VPC or a DX gateway of virtual private gateways. PrivateLink: NLB-fronted endpoint service, unidirectional consumer-initiated, overlapping IP ranges allowed. 20 VPCs full mesh = 20*19/2 = 190 peerings (arithmetic). VPN limits page: one VGW per VPC at a time, transit gateway recommended for many VPCs.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-alb-vs-nlb,mcq,partial,https://docs.aws.amazon.com/elasticloadbalancing/latest/network/introduction.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/how-elastic-load-balancing-works.html | https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html | https://docs.aws.amazon.com/elasticloadbalancing/latest/network/edit-target-group-attributes.html,"backlog row aws-nlb-scale-static-ip-mcq-26 (3.4), qualifier most-performant -> 'MOST performant', difficulty 1->2 (MCQ row), usage from backlog section 3. NLB: layer 4, millions of requests per second, volatile workloads, static IP per enabled AZ with optional Elastic IP per subnet, TCP/UDP/TLS/QUIC; cross-zone disabled by default. ALB: layer 7 HTTP/HTTPS, DNS entry updated as it scales (TTL 60 s). Global Accelerator: two static anycast IPv4 addresses, endpoints ALB/NLB/EC2/EIP across Regions. Backlog row aws-lb-strategy-microservices-mcq-29 (choose-three, same existing_uid) NOT written: one uid cannot hold two MCQs.",2026-09-21,check-B3d,"WHY (CloudFront option): dropped 'offers no fixed IP addresses to allow-list' (CloudFront now offers anycast static IP lists); WHY now rests on HTTP-only. NLB millions rps, static IP per AZ/EIP, ALB DNS TTL 60 s, GA two static anycast IPv4 re-verified."
aws-outposts-local-zones-wavelength,mcq,partial,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-regions-availability-zones.html | https://aws.amazon.com/about-aws/global-infrastructure/regions_az/ | https://docs.aws.amazon.com/local-zones/latest/ug/what-is-aws-local-zones.html | https://docs.aws.amazon.com/outposts/latest/server-userguide/what-is-outposts.html,"backlog row aws-metro-latency-placement-mcq-28 (3.4), choose-two, d2; trailing Wavelength clause removed from stem per backlog section 3. Local Zone = extension of an AWS Region in geographic proximity to users; enable it, then create a subnet; 'single-digit millisecond latencies' claim on the AWS global infrastructure page. Wavelength Zones = AWS compute/storage at the edge of telecommunication carriers' 5G networks. Outposts = AWS infrastructure at customer premises; Outposts servers have instance store only (existing USAGE retained). Cluster placement groups are within one AZ (EC2 docs; no number stated).",2026-09-21,check-B3d,"USAGE rewritten: Outposts servers (1U/2U) are end-of-sale for new customers per the Outposts server guide; the service table (EBS/RDS/ElastiCache/EMR/ALB racks only) retained. Local Zone enable-then-subnet, Wavelength 5G carrier, cluster placement group single-AZ re-verified."
aws-cloudfront-caching-ttl-and-invalidation,service,partial,https://aws.amazon.com/cloudfront/features/ | https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Expiration.html | https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/PayingForInvalidation.html | https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Invalidation.html,"backlog row aws-cloudfront-service-card (3.4), difficulty 2->1 per row. CloudFront features page: 750+ POPs, origins = EC2/S3/Media Services or non-AWS HTTP server, Origin Shield, signed URLs and cookies, CloudFront Functions (< 1 ms) and Lambda@Edge. Expiration page: default TTL 24 hours when no cache policy/header; Cache-Control max-age / s-maxage / Expires honoured between minimum and maximum TTL. Invalidation: first 1,000 invalidation paths per month per account free; wildcard path counts as one path; versioned file names recommended and cheaper. Backlog's '600+ edges' updated to the current 750+ figure.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-global-accelerator-vs-cloudfront,service,partial,https://docs.aws.amazon.com/global-accelerator/latest/dg/what-is-global-accelerator.html | https://aws.amazon.com/global-accelerator/faqs/,"backlog row aws-global-accelerator-service-card (3.4), difficulty 2->1 per row. Two static anycast IPv4 addresses (four for dual-stack); static IPs kept while accelerator exists, lost on delete; endpoints = NLB, ALB, EC2 instances, Elastic IPs in one or multiple Regions; FAQ: detects unhealthy endpoint and takes it out of service in less than one minute; traffic dial percentage per endpoint group; proxies TCP or UDP at the edge while CloudFront caches HTTP. Backlog's '~30 s failover' replaced by the FAQ's 'less than one minute'.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-site-to-site-vpn-vs-direct-connect,concept,partial,https://docs.aws.amazon.com/vpn/latest/s2svpn/vpn-limits.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/dedicated_connection.html | https://docs.aws.amazon.com/directconnect/latest/UserGuide/Welcome.html | https://docs.aws.amazon.com/whitepapers/latest/building-scalable-secure-multi-vpc-network-infrastructure/aws-privatelink.html,"backlog row aws-network-connection-options (3.4). VPN: up to 1.25 Gbps per standard tunnel (140,000 PPS); large-bandwidth tunnel 5 Gbps; ECMP over transit gateway. Direct Connect dedicated port speeds 1, 10, 100, 400 Gbps; up to 72 business hours for AWS to review and provision a port; MACsec optional (not encrypted by default). PrivateLink: NLB-fronted endpoint service, one-way consumer-initiated, overlapping IP ranges allowed; peering/TGW for layer-3 connectivity. Route preference DX over VPN retained from existing card.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-vpc-private-subnet-nat,concept,partial,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-cidr-blocks.html | https://docs.aws.amazon.com/vpc/latest/userguide/subnet-sizing.html,"backlog row aws-network-design-subnets-routing-ip (3.4); endpoint sentence removed and usage rewritten per backlog section 3. VPC IPv4 CIDR between /16 (65,536 addresses) and /28 (16); secondary CIDR blocks can be associated; you cannot increase or decrease the size of an existing CIDR block; peering and Direct Connect gateway require non-overlapping CIDRs; subnets /28 to /16; first four and last IP of every subnet reserved (network, VPC router, DNS, future use, broadcast) = 5 addresses; IPv6 CIDR blocks can be associated.",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-security-group-referencing,pattern,partial,https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/how-elastic-load-balancing-works.html | https://docs.aws.amazon.com/vpc/latest/userguide/subnet-sizing.html | https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html,"backlog row aws-multi-tier-topology-pattern (3.4), difficulty 2->1 per row. ELB user guide: internal load balancers have only private IPs and sit between web and application tiers; ALB requires at least two AZs; internet-facing LB nodes have public IPs. Security group referencing rules retained from the existing card (no new numbers). Subnet tiering matches the VPC subnet docs.",2026-09-21,check-B3d,"No text change. Added security-group-rules URL: referencing works same VPC, peering, and inbound across a transit gateway; SG-referencing rule counts as one rule."
aws-s3-select-and-athena,mcq,partial,https://aws.amazon.com/athena/pricing/ | https://docs.aws.amazon.com/athena/latest/ug/ctas.html | https://docs.aws.amazon.com/glue/latest/dg/what-is-glue.html | https://aws.amazon.com/glue/pricing/ | https://docs.aws.amazon.com/AmazonS3/latest/userguide/selecting-content-from-objects.html | https://docs.aws.amazon.com/athena/latest/ug/workgroups-setting-control-limits-cloudwatch.html,"backlog row aws-csv-to-parquet-cost-mcq-41 (3.5), qualifier least-cost -> 'MOST cost-effective', d2. Athena: $5 per TB scanned; pricing example shows 3x savings from compression and 4x from reading one column of Parquet. CTAS transforms results into Parquet/ORC to improve performance and reduce cost. Glue: serverless Apache Spark ETL, $0.44 per DPU-hour billed per second with 1-minute minimum. S3 Select: one object per request, CSV/JSON/Parquet, no longer available to new customers. Athena per-query data-scanned limit cancels queries over the threshold (default action, cannot be changed).",2026-09-21,check-B3d,No change; every number and behavioural claim re-verified on the listed primary pages.
aws-redshift-vs-athena-vs-emr,mcq,partial,https://aws.amazon.com/emr/pricing/ | https://docs.aws.amazon.com/emr/latest/EMR-Serverless-UserGuide/emr-serverless.html | https://aws.amazon.com/glue/pricing/ | https://docs.aws.amazon.com/lambda/latest/dg/gettingstarted-limits.html,"backlog row aws-data-processing-spark-choice-mcq-37 (3.5), qualifier least-cost -> 'MOST cost-effective', d2. EMR Serverless (us-east-1, x86): $0.052624 per vCPU-hour + $0.0057785 per GB-hour -> 4 vCPU/16 GB = $0.2105 + $0.0925 = ~$0.30/hour; EMR on EC2 billed per second with 1-minute minimum, Spot up to 90% off On-Demand. EMR Serverless runs Spark/Hive without configuring or operating clusters and releases resources when jobs finish. Glue DPU = 4 vCPU/16 GB at $0.44 per DPU-hour. Lambda: 900 s (15 min) max timeout, 10,240 MB max memory.",2026-09-21,check-B3d,"WHY (Glue): added that the option rewrites jobs the stem forbids, 'standard rate' $0.44/DPU-hour vs ~$0.30 EMR Serverless, and that Glue Flex ($0.29/DPU-hour, Glue pricing page) matches only with delayed starts/interruptions. WHY (Lambda): 15 min qualified with the 90-minute Lambda Managed Instances exception (Lambda quotas page). A: 'standard per-DPU price' + option rewrites jobs. EMR Serverless $0.052624/vCPU-hour + $0.0057785/GB-hour confirmed via the pricing page example (table loads dynamically)."
