EVENT_DATE,DECK_SLUG,CARD_STABLE_UID,CARD_REVISION,STATED_DIFFICULTY,REVIEW_COUNT,UNIQUE_USER_COUNT,FIRST_REVIEW_COUNT,OBSERVED_DIFFICULTY_RAW,EASY_RATE,GOOD_RATE,HARD_RATE,AGAIN_RATE,STRUGGLE_RATE,FAILURE_RATE,FIRST_REVIEW_EASY_RATE,REPEAT_FAILURE_RATE,MEDIAN_DWELL_TIME_MS,HIGH_LEVEL_USER_FAILURE_RATE,REVIEW_COUNT_TO_MASTERY,EXPECTED_DIFFICULTY,EXPECTED_STDDEV,EXPECTED_DWELL_TIME_MS,DIFFICULTY_GAP,DIFFICULTY_GAP_Z,DWELL_TIME_GAP_Z,DIFFICULTY_CALIBRATION_STATUS,CONTENT_QUALITY_STATUS,CONFIDENCE_LEVEL,FIX_PRIORITY_SCORE
2026-05-07,content-intelligence-demo,ci-d1-base-20,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-07,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-05,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-17,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-19,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-18,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-14,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-10,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-12,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
2026-05-07,content-intelligence-demo,ci-d1-base-11,1,1,40,40,40,0.200000,0.800000,0.200000,0.000000,0.000000,0.000000,0.000000,0.800000,,8000.000,0.000000,1.000000,0.758333,1.317220938,8500.000,-0.558333,-0.4238719442,-0.02511977478,Correctly Calibrated,Healthy,Medium,22.04
